item_id,abc_class,xyz_class,abc_xyz,avg_daily_demand,safety_stock_95,reorder_point_lt_med,procurement_risk_tier,stockout_risk_score,target_coverage_days,current_inventory,reserved_inventory,available_inventory,days_of_cover,inventory_value,inventory_health,inventory_status
HOUSEHOLD_1_202,B,X,BX,2.5835616438356164,7.946,26.031,LOW,0.0716,25,65,5,60,23.2,118.8,86.4,Healthy
HOUSEHOLD_1_477,B,Z,BZ,0.3780821917808219,4.032,6.679,MEDIUM,1.6227,15,7,1,6,15.9,80.88,55.8,Low Stock
HOUSEHOLD_1_186,B,Z,BZ,1.6123287671232878,9.054,20.34,MEDIUM,0.6186,15,31,2,29,18.0,91.41,74.0,Monitor
HOUSEHOLD_1_303,B,X,BX,5.223287671232876,19.803,56.366,LOW,0.1504,25,53,3,50,9.6,48.6,42.9,Low Stock
HOUSEHOLD_1_521,B,X,BX,5.217808219178083,19.868,56.393,LOW,0.145,25,32,3,29,5.6,28.19,24.9,Low Stock
HOUSEHOLD_1_225,B,X,BX,2.967123287671233,8.124,28.894,LOW,0.0371,25,85,8,77,26.0,131.12,92.0,Healthy
FOODS_1_045,B,Y,BY,2.824657534246575,12.521,32.294,LOW,0.3167,20,27,3,24,8.5,42.72,36.8,Low Stock
FOODS_2_152,B,Y,BY,2.0767123287671234,8.484,23.021,LOW,0.2173,20,40,3,37,17.8,89.54,75.6,Monitor
FOODS_2_357,B,X,BX,2.506849315068493,8.909,26.457,LOW,0.1476,25,60,7,53,21.1,106.0,82.2,Healthy
FOODS_1_137,B,Z,BZ,2.5054794520547947,19.968,37.506,MEDIUM,0.5885,15,53,7,46,18.4,91.83,69.5,Monitor
FOODS_2_063,B,Y,BY,1.6876712328767125,9.574,21.388,MEDIUM,0.4813,20,40,5,35,20.7,103.6,81.4,Healthy
HOUSEHOLD_1_505,B,X,BX,2.012328767123288,9.077,23.163,MEDIUM,0.2494,25,47,3,44,21.9,108.75,83.8,Healthy
HOUSEHOLD_1_339,B,X,BX,5.021917808219178,17.685,52.838,LOW,0.0842,25,118,12,106,21.1,103.56,82.2,Healthy
FOODS_1_163,B,Z,BZ,5.004109589041096,27.582,62.611,MEDIUM,0.2743,15,93,6,87,17.4,85.26,71.9,Monitor
FOODS_2_311,B,Z,BZ,1.6493150684931508,10.052,21.597,MEDIUM,0.5421,15,25,2,23,13.9,68.08,56.2,Monitor
HOUSEHOLD_1_262,B,X,BX,5.012328767123288,15.002,50.088,LOW,0.0405,25,80,12,68,13.6,65.96,63.4,Monitor
FOODS_1_207,B,Y,BY,1.4602739726027398,7.695,17.917,MEDIUM,0.3346,20,10,1,9,6.2,29.88,25.8,Low Stock
FOODS_1_206,B,Y,BY,2.280821917808219,14.04,30.006,MEDIUM,0.2921,20,56,6,50,21.9,106.06,83.8,Healthy
FOODS_2_247,B,Y,BY,2.132876712328767,11.377,26.307,MEDIUM,0.3504,20,51,6,45,21.1,101.25,82.2,Healthy
FOODS_2_285,B,Z,BZ,1.202739726027397,8.87,17.289,MEDIUM,0.5803,15,11,1,10,8.3,39.8,32.0,Low Stock
HOUSEHOLD_1_223,B,Z,BZ,0.5013698630136987,4.346,7.856,MEDIUM,1.1816,15,10,1,9,18.0,85.23,66.5,Monitor
HOUSEHOLD_1_438,B,Z,BZ,0.6328767123287671,4.215,8.645,MEDIUM,0.74,15,5,0,5,7.9,37.29,31.2,Low Stock
HOUSEHOLD_1_196,B,Y,BY,2.3958904109589043,14.734,31.505,MEDIUM,0.3023,20,52,4,48,20.0,94.56,80.0,Healthy
HOUSEHOLD_1_385,B,X,BX,2.384931506849315,7.922,24.617,LOW,0.114,25,68,7,61,25.6,120.17,91.2,Healthy
HOUSEHOLD_1_109,B,Y,BY,1.1684931506849314,5.94,14.119,MEDIUM,0.3325,20,28,2,26,22.3,102.48,84.6,Healthy
FOODS_2_309,B,Y,BY,1.710958904109589,8.736,20.713,MEDIUM,0.2935,20,43,4,39,22.8,104.88,85.6,Healthy
FOODS_2_109,B,Y,BY,1.5438356164383562,7.459,18.266,MEDIUM,0.2909,20,36,2,34,22.0,101.32,84.0,Healthy
FOODS_1_040,B,Y,BY,2.573972602739726,11.842,29.86,LOW,0.3229,20,36,2,34,13.2,60.52,56.8,Monitor
HOUSEHOLD_1_359,B,Z,BZ,0.6575342465753424,5.26,9.863,MEDIUM,1.0138,15,11,1,10,15.2,68.9,57.4,Monitor
HOUSEHOLD_1_327,B,X,BX,4.657534246575342,17.931,50.534,LOW,0.149,25,120,8,112,24.0,108.86,88.0,Healthy
FOODS_1_153,B,X,BX,2.3013698630136985,9.12,25.23,LOW,0.222,25,13,1,12,5.2,23.51,23.1,Low Stock
HOUSEHOLD_1_346,B,Y,BY,1.1424657534246576,6.774,14.771,MEDIUM,0.4755,20,24,3,21,18.4,82.79,74.7,Monitor
FOODS_2_128,B,Z,BZ,4.795890410958904,36.317,69.888,MEDIUM,0.6215,15,103,13,90,18.8,84.15,71.9,Monitor
FOODS_2_126,B,Z,BZ,0.9356164383561644,6.347,12.896,MEDIUM,0.713,15,17,1,16,17.1,76.29,67.3,Monitor
FOODS_1_130,B,X,BX,2.4986301369863013,9.024,26.514,LOW,0.1603,25,47,3,44,17.6,78.32,75.2,Monitor
HOUSEHOLD_1_414,B,Y,BY,4.542465753424658,21.541,53.338,LOW,0.2417,20,106,6,100,22.0,97.19,84.0,Healthy
FOODS_1_061,B,Y,BY,1.9616438356164383,7.955,21.687,LOW,0.2183,20,14,2,12,6.1,26.88,27.0,Low Stock
HOUSEHOLD_1_047,B,Y,BY,1.047945205479452,5.844,13.18,MEDIUM,0.4503,20,24,3,21,20.0,87.44,80.0,Healthy
FOODS_2_326,B,Y,BY,4.361643835616438,20.243,50.775,LOW,0.2198,20,66,4,62,14.2,62.0,61.0,Monitor
HOUSEHOLD_1_205,B,Z,BZ,0.7328767123287672,4.953,10.083,MEDIUM,0.7158,15,9,1,8,10.9,47.55,43.0,Low Stock
FOODS_2_232,B,Z,BZ,1.689041095890411,12.749,24.572,MEDIUM,0.5245,15,29,2,27,16.0,69.12,61.3,Monitor
FOODS_1_115,B,Z,BZ,1.204109589041096,7.843,16.272,MEDIUM,0.583,15,23,2,21,17.4,75.18,69.2,Monitor
HOUSEHOLD_1_540,B,X,BX,2.521917808219178,7.297,24.95,LOW,0.0592,25,62,7,55,21.8,93.65,83.6,Healthy
FOODS_1_166,B,Y,BY,1.8917808219178085,11.013,24.255,MEDIUM,0.4907,20,37,5,32,16.9,71.68,69.0,Monitor
HOUSEHOLD_1_132,B,Y,BY,2.150684931506849,13.067,28.122,MEDIUM,0.3192,20,26,3,23,10.7,45.31,43.2,Low Stock
FOODS_1_074,B,Y,BY,1.8904109589041096,10.259,23.492,MEDIUM,0.3684,20,39,5,34,18.0,76.16,74.6,Monitor
HOUSEHOLD_1_122,B,X,BX,1.847945205479452,6.403,19.339,LOW,0.1505,25,15,1,14,7.6,31.64,34.5,Low Stock
HOUSEHOLD_1_173,B,Y,BY,4.273972602739726,18.528,48.446,LOW,0.1468,20,44,6,38,8.9,36.86,38.7,Low Stock
HOUSEHOLD_1_443,B,Y,BY,1.6917808219178083,8.201,20.043,MEDIUM,0.2852,20,43,2,41,24.2,100.37,88.4,Healthy
FOODS_2_081,B,Z,BZ,1.6712328767123288,9.961,21.66,MEDIUM,0.4845,15,29,4,25,15.0,61.86,60.8,Monitor
HOUSEHOLD_1_094,B,Z,BZ,1.173972602739726,7.914,16.132,MEDIUM,0.7269,15,6,1,5,4.3,17.4,16.9,Critical
FOODS_2_004,B,Z,BZ,1.0424657534246575,6.601,13.898,MEDIUM,0.6239,15,6,1,5,4.8,19.48,19.2,Critical
HOUSEHOLD_1_478,B,Y,BY,1.515068493150685,8.164,18.769,MEDIUM,0.3407,20,34,3,31,20.5,82.77,81.0,Healthy
HOUSEHOLD_1_019,B,X,BX,4.135616438356164,14.192,43.141,LOW,0.1102,25,52,6,46,11.1,44.94,50.6,Monitor
FOODS_1_036,B,Y,BY,2.267123287671233,11.822,27.692,MEDIUM,0.3611,20,16,2,14,6.2,24.92,25.9,Low Stock
FOODS_2_376,B,Y,BY,2.0506849315068494,12.767,27.122,MEDIUM,0.3512,20,17,2,15,7.3,29.31,29.3,Low Stock
HOUSEHOLD_1_261,B,Z,BZ,0.6698630136986301,4.318,9.007,MEDIUM,0.6722,15,6,0,6,9.0,35.82,35.8,Low Stock
FOODS_1_082,B,Y,BY,4.064383561643836,26.117,54.568,MEDIUM,0.3812,20,91,5,86,21.2,84.28,82.4,Healthy
FOODS_1_181,B,Y,BY,2.9287671232876717,12.966,33.467,LOW,0.1977,20,72,5,67,22.9,90.79,85.8,Healthy
HOUSEHOLD_1_482,B,Y,BY,1.2780821917808218,7.152,16.099,MEDIUM,0.461,20,19,1,18,14.1,55.6,58.0,Monitor
HOUSEHOLD_1_389,B,Y,BY,4.06027397260274,20.364,48.786,LOW,0.2601,20,82,11,71,17.5,69.01,73.8,Monitor
HOUSEHOLD_1_275,B,Y,BY,1.319178082191781,6.696,15.93,MEDIUM,0.339,20,14,1,13,9.9,38.61,41.6,Low Stock
HOUSEHOLD_1_112,B,Y,BY,1.2931506849315069,6.925,15.977,MEDIUM,0.381,20,20,3,17,13.1,50.49,54.6,Monitor
HOUSEHOLD_1_448,B,X,BX,3.9178082191780814,16.221,43.646,LOW,0.1502,25,112,9,103,26.3,100.63,92.6,Healthy
HOUSEHOLD_1_516,B,X,BX,1.9657534246575343,7.033,20.793,LOW,0.1565,25,54,4,50,25.4,97.15,90.8,Healthy
HOUSEHOLD_1_348,B,Y,BY,1.995890410958904,10.05,24.021,MEDIUM,0.2742,20,40,5,35,17.5,66.67,73.9,Monitor
FOODS_1_042,B,Y,BY,3.845205479452055,19.25,46.166,LOW,0.1756,20,90,10,80,20.8,78.4,81.6,Healthy
FOODS_2_075,B,Z,BZ,1.582191780821918,10.718,21.793,MEDIUM,0.6971,15,11,1,10,6.3,23.8,24.8,Critical
FOODS_1_054,B,Y,BY,1.917808219178082,9.175,22.6,MEDIUM,0.254,20,38,4,34,17.7,66.6,75.4,Monitor
HOUSEHOLD_1_179,B,Y,BY,3.864383561643836,17.381,44.432,LOW,0.2265,20,46,6,40,10.4,38.88,44.8,Low Stock
FOODS_1_064,B,Y,BY,1.3972602739726028,7.729,17.51,MEDIUM,0.3724,20,18,1,17,12.2,45.56,50.3,Low Stock
HOUSEHOLD_1_445,B,Y,BY,1.9,10.051,23.351,MEDIUM,0.3475,20,25,4,21,11.1,41.37,46.2,Low Stock
HOUSEHOLD_1_380,B,Z,BZ,0.8178082191780822,5.189,10.914,MEDIUM,0.6165,15,10,1,9,11.0,41.13,44.0,Low Stock
FOODS_1_006,B,Y,BY,1.632876712328767,8.968,20.398,MEDIUM,0.3863,20,39,4,35,21.4,79.95,82.8,Healthy
FOODS_2_170,B,Z,BZ,1.1452054794520548,8.156,16.172,MEDIUM,0.7797,15,20,1,19,16.6,61.82,64.5,Monitor
FOODS_2_145,B,Z,BZ,1.5876712328767124,10.049,21.163,MEDIUM,0.589,15,9,1,8,5.0,18.76,20.1,Critical
FOODS_2_061,B,Y,BY,1.8575342465753424,10.053,23.056,MEDIUM,0.3481,20,24,1,23,12.4,46.0,51.4,Low Stock
HOUSEHOLD_1_283,B,X,BX,2.489041095890411,8.797,26.22,LOW,0.1213,25,73,4,69,27.7,102.12,95.4,Healthy
HOUSEHOLD_1_175,B,Z,BZ,0.7534246575342466,7.572,12.846,MEDIUM,1.1267,15,9,1,8,10.6,39.04,37.8,Low Stock
FOODS_2_267,B,Z,BZ,1.8753424657534248,11.331,24.458,MEDIUM,0.4845,15,38,4,34,18.1,66.61,73.3,Monitor
HOUSEHOLD_1_124,B,Z,BZ,0.910958904109589,7.385,13.762,MEDIUM,1.0184,15,17,2,15,16.5,59.7,62.1,Monitor
FOODS_2_024,C,Z,CZ,1.4465753424657537,8.992,19.118,MEDIUM,0.5478,7,7,1,6,4.1,15.0,16.6,Critical
FOODS_2_327,C,Z,CZ,1.8095890410958904,12.422,25.089,HIGH,0.4404,7,13,2,11,6.1,21.98,23.9,Critical
FOODS_1_083,C,Y,CY,1.8095890410958904,11.383,24.05,HIGH,0.3381,10,6,1,5,2.8,9.98,11.1,Critical
FOODS_1_112,C,Z,CZ,1.804109589041096,12.788,25.417,HIGH,0.4839,7,20,2,18,10.0,35.64,38.9,Low Stock
HOUSEHOLD_1_319,C,X,CX,1.8315068493150688,6.634,19.455,LOW,0.1744,15,34,3,31,16.9,60.24,73.8,Monitor
FOODS_2_192,C,Y,CY,1.8164383561643835,10.04,22.755,MEDIUM,0.3933,10,6,1,5,2.8,9.79,11.5,Critical
HOUSEHOLD_1_007,C,X,CX,2.356164383561644,8.68,25.173,LOW,0.1322,15,38,2,36,15.3,53.28,68.7,Monitor
FOODS_2_116,C,Z,CZ,1.7684931506849315,11.975,24.354,HIGH,0.4049,7,10,1,9,5.1,17.59,20.1,Critical
HOUSEHOLD_1_404,C,Y,CY,1.3342465753424655,6.977,16.317,MEDIUM,0.3678,10,10,1,9,6.7,23.25,28.1,Low Stock
HOUSEHOLD_1_426,C,Z,CZ,1.3424657534246576,9.066,18.463,HIGH,0.4415,7,4,0,4,3.0,10.2,11.8,Critical
HOUSEHOLD_1_004,C,Z,CZ,1.4479452054794522,10.866,21.002,HIGH,0.5578,7,13,2,11,7.6,25.98,29.2,Low Stock
HOUSEHOLD_1_278,C,Z,CZ,0.563013698630137,3.928,7.869,MEDIUM,0.8192,7,3,0,3,5.3,17.91,20.8,Critical
HOUSEHOLD_1_277,C,Y,CY,3.415068493150685,15.697,39.602,LOW,0.248,10,43,6,37,10.8,36.15,46.5,Low Stock
HOUSEHOLD_1_350,C,Y,CY,1.2164383561643837,6.811,15.326,MEDIUM,0.4352,10,3,0,3,2.5,8.22,10.2,Critical
FOODS_2_053,C,Z,CZ,0.4520547945205479,3.548,6.712,MEDIUM,1.0246,7,5,0,5,11.1,36.38,42.1,Low Stock
FOODS_1_201,C,Z,CZ,1.4671232876712328,8.884,19.154,MEDIUM,0.5386,7,13,1,12,8.2,26.88,33.1,Low Stock
FOODS_2_391,C,Y,CY,1.6054794520547946,10.76,21.998,HIGH,0.4284,10,18,2,16,10.0,32.5,39.4,Low Stock
HOUSEHOLD_1_028,C,Y,CY,1.1315068493150684,6.621,14.542,MEDIUM,0.4612,10,16,2,14,12.4,40.09,50.5,Low Stock
HOUSEHOLD_1_234,C,X,CX,3.313698630136986,12.445,35.641,LOW,0.1478,15,54,4,50,15.1,48.5,67.6,Monitor
HOUSEHOLD_1_458,C,Y,CY,1.304109589041096,8.63,17.759,HIGH,0.3926,10,6,1,5,3.8,12.3,15.1,Critical
HOUSEHOLD_1_479,C,Z,CZ,0.4205479452054794,3.334,6.278,MEDIUM,1.0588,7,5,1,4,9.5,30.17,36.0,Low Stock
HOUSEHOLD_1_232,C,Z,CZ,0.7616438356164383,4.896,10.228,MEDIUM,0.6721,7,8,1,7,9.2,29.14,36.7,Low Stock
HOUSEHOLD_1_439,C,Y,CY,3.243835616438356,15.885,38.592,LOW,0.3083,10,37,2,35,10.8,34.02,45.8,Low Stock
HOUSEHOLD_1_397,C,Z,CZ,1.1356164383561644,9.108,17.057,HIGH,0.6602,7,13,2,11,9.7,30.49,36.6,Low Stock
HOUSEHOLD_1_425,C,Y,CY,1.5890410958904109,7.711,18.834,MEDIUM,0.3002,10,17,2,15,9.4,29.55,40.0,Low Stock
HOUSEHOLD_1_198,C,Y,CY,3.186301369863014,12.926,35.23,LOW,0.2145,10,33,2,31,9.7,30.16,42.9,Low Stock
FOODS_2_399,C,Y,CY,1.5178082191780822,8.546,19.171,MEDIUM,0.396,10,20,1,19,12.5,38.6,51.4,Low Stock
FOODS_1_037,C,Z,CZ,0.8876712328767123,8.737,14.951,HIGH,1.0271,7,11,2,9,10.1,30.84,36.3,Low Stock
FOODS_1_139,C,X,CX,3.0945205479452054,11.648,33.31,LOW,0.1528,15,54,4,50,16.2,49.0,72.4,Monitor
HOUSEHOLD_1_508,C,Z,CZ,0.6191780821917808,5.047,9.381,MEDIUM,1.0127,7,2,0,2,3.2,9.76,12.1,Critical
FOODS_1_044,C,Z,CZ,1.0328767123287672,7.893,15.123,MEDIUM,0.8491,7,13,1,12,11.6,35.09,44.4,Low Stock
FOODS_2_021,C,Z,CZ,3.198630136986301,25.203,47.593,HIGH,0.6791,7,35,3,32,10.0,29.92,37.9,Low Stock
FOODS_1_120,C,Z,CZ,1.5273972602739727,10.475,21.167,HIGH,0.4284,7,3,0,3,2.0,5.82,7.8,Critical
FOODS_2_051,C,Z,CZ,1.178082191780822,8.199,16.446,MEDIUM,0.6971,7,13,1,12,10.2,30.0,39.9,Low Stock
FOODS_2_138,C,Z,CZ,1.5383561643835617,9.585,20.353,MEDIUM,0.5406,7,4,0,4,2.6,7.65,10.4,Critical
HOUSEHOLD_1_522,C,Y,CY,1.6315068493150684,9.15,20.571,MEDIUM,0.3914,10,14,1,13,8.0,23.35,32.9,Low Stock
FOODS_1_127,C,Y,CY,1.3917808219178085,7.584,17.326,MEDIUM,0.3564,10,7,1,6,4.3,12.59,17.8,Critical
HOUSEHOLD_1_083,C,Y,CY,3.0,16.207,37.207,MEDIUM,0.3726,10,33,2,31,10.3,30.16,42.8,Low Stock
FOODS_2_283,C,Z,CZ,1.9931506849315068,17.783,31.735,HIGH,0.6891,7,26,2,24,12.0,35.04,44.2,Low Stock
FOODS_2_189,C,Z,CZ,1.1506849315068493,8.145,16.2,MEDIUM,0.7401,7,5,1,4,3.5,10.0,13.6,Critical
FOODS_2_294,C,Z,CZ,2.738356164383561,20.181,39.349,HIGH,0.5656,7,21,2,19,6.9,19.91,26.7,Critical
HOUSEHOLD_1_337,C,Z,CZ,0.5767123287671233,4.11,8.147,MEDIUM,0.8387,7,6,1,5,8.7,24.85,33.8,Low Stock
FOODS_1_167,C,Z,CZ,0.5876712328767123,4.646,8.76,MEDIUM,0.9671,7,6,0,6,10.2,29.04,38.7,Low Stock
FOODS_2_220,C,Z,CZ,1.4,10.54,20.34,HIGH,0.5815,7,14,2,12,8.6,24.38,32.9,Low Stock
FOODS_1_208,C,Z,CZ,1.4616438356164383,11.036,21.268,HIGH,0.457,7,15,1,14,9.6,27.03,36.8,Low Stock
HOUSEHOLD_1_528,C,Z,CZ,0.9287671232876712,5.806,12.307,MEDIUM,0.58,7,10,1,9,9.7,26.73,38.9,Low Stock
HOUSEHOLD_1_017,C,Z,CZ,0.5575342465753425,5.019,8.922,MEDIUM,1.2122,7,7,1,6,10.8,29.65,39.5,Low Stock
FOODS_1_027,C,Z,CZ,1.4205479452054794,13.148,23.092,HIGH,0.8784,7,17,1,16,11.3,30.86,41.1,Low Stock
FOODS_2_146,C,Z,CZ,1.3863013698630138,8.515,18.219,MEDIUM,0.5262,7,13,1,12,8.7,23.43,35.0,Low Stock
FOODS_2_340,C,Z,CZ,0.8794520547945206,6.631,12.787,MEDIUM,0.8667,7,11,1,10,11.4,29.8,43.7,Low Stock
HOUSEHOLD_1_251,C,X,CX,1.3232876712328767,5.898,15.161,MEDIUM,0.2537,15,24,2,22,16.6,43.56,71.9,Monitor
FOODS_1_184,C,Z,CZ,2.606849315068493,15.393,33.641,MEDIUM,0.2319,7,26,2,24,9.2,24.0,37.4,Low Stock
FOODS_2_356,C,Z,CZ,1.0383561643835617,7.22,14.488,MEDIUM,0.7327,7,5,1,4,3.9,10.0,15.2,Critical
FOODS_2_174,C,Z,CZ,0.9287671232876712,8.471,14.972,HIGH,0.9429,7,10,1,9,9.7,25.06,35.4,Low Stock
FOODS_2_297,C,Z,CZ,0.7,5.604,10.504,MEDIUM,0.9795,7,7,1,6,8.6,21.6,32.4,Low Stock
HOUSEHOLD_1_353,C,Z,CZ,0.7287671232876712,4.867,9.968,MEDIUM,0.7074,7,7,1,6,8.2,20.64,32.5,Low Stock
FOODS_2_003,C,Z,CZ,1.1027397260273972,11.488,19.207,HIGH,1.1552,7,6,1,5,4.5,11.32,15.9,Critical
FOODS_2_218,C,Z,CZ,0.636986301369863,4.726,9.185,MEDIUM,0.863,7,6,0,6,9.4,23.51,36.2,Low Stock
FOODS_1_013,C,Y,CY,1.6657534246575345,9.842,21.502,MEDIUM,0.4495,10,19,1,18,10.8,26.96,43.9,Low Stock
FOODS_1_134,C,Z,CZ,1.252054794520548,7.718,16.482,MEDIUM,0.528,7,11,1,10,8.0,19.8,32.2,Low Stock
FOODS_1_028,C,Z,CZ,0.8465753424657534,7.725,13.651,MEDIUM,1.2062,7,8,1,7,8.3,20.47,30.3,Critical
FOODS_2_092,C,Z,CZ,0.6753424657534246,5.595,10.322,MEDIUM,1.0339,7,8,1,7,10.4,25.19,38.9,Low Stock
FOODS_2_245,C,Z,CZ,0.8123287671232877,5.809,11.495,MEDIUM,0.7731,7,9,1,8,9.8,23.84,38.2,Low Stock
HOUSEHOLD_1_372,C,Y,CY,1.2164383561643837,6.227,14.742,MEDIUM,0.3643,10,15,2,13,10.7,25.61,44.9,Low Stock
HOUSEHOLD_1_101,C,Y,CY,1.0027397260273974,5.916,12.935,MEDIUM,0.528,10,5,1,4,4.0,9.48,16.2,Critical
FOODS_1_158,C,Z,CZ,0.5095890410958904,4.018,7.585,MEDIUM,1.0121,7,6,1,5,9.8,23.24,37.2,Low Stock
HOUSEHOLD_1_147,C,Y,CY,2.363013698630137,11.501,28.042,MEDIUM,0.2491,10,29,4,25,10.6,24.9,45.0,Low Stock
HOUSEHOLD_1_008,C,Z,CZ,0.4301369863013699,3.4,6.411,MEDIUM,1.0429,7,4,0,4,9.3,21.88,35.2,Low Stock
FOODS_2_289,C,Z,CZ,0.9397260273972604,7.216,13.794,MEDIUM,0.9226,7,10,1,9,9.6,22.5,36.6,Low Stock
FOODS_2_237,C,Z,CZ,0.9342465753424658,6.141,12.681,MEDIUM,0.6602,7,9,1,8,8.6,20.0,34.0,Low Stock
FOODS_2_225,C,Z,CZ,0.93013698630137,6.527,13.038,MEDIUM,0.7644,7,4,0,4,4.3,10.0,16.8,Critical
FOODS_1_146,C,Y,CY,1.0342465753424657,6.116,13.356,MEDIUM,0.5131,10,14,1,13,12.6,29.12,51.2,Low Stock
FOODS_2_177,C,Z,CZ,0.6986301369863014,8.206,13.096,HIGH,1.3537,7,3,0,3,4.3,9.87,14.7,Critical
HOUSEHOLD_1_215,C,Y,CY,1.0136986301369864,5.781,12.877,MEDIUM,0.4667,10,13,1,12,11.8,26.88,48.5,Low Stock
FOODS_1_113,C,Z,CZ,2.208219178082192,21.173,36.631,HIGH,0.8961,7,27,2,25,11.3,24.5,40.8,Low Stock
FOODS_2_058,C,Z,CZ,0.4273972602739726,3.826,6.818,MEDIUM,1.2521,7,5,0,5,11.7,25.31,43.0,Low Stock
FOODS_2_257,C,Z,CZ,2.1410958904109587,14.882,29.87,HIGH,0.4645,7,25,4,21,9.8,21.0,38.3,Low Stock
HOUSEHOLD_1_430,C,Z,CZ,2.198630136986301,22.363,37.753,HIGH,1.0983,7,4,0,4,1.8,3.89,6.4,Critical
FOODS_2_385,C,Z,CZ,0.8575342465753425,6.426,12.429,MEDIUM,0.8613,7,8,1,7,8.2,17.35,31.4,Low Stock
HOUSEHOLD_1_247,C,X,CX,2.1904109589041094,8.252,23.585,LOW,0.1767,15,32,2,30,13.7,29.1,61.3,Monitor
FOODS_2_125,C,Z,CZ,0.8027397260273973,5.507,11.126,MEDIUM,0.7378,7,9,1,8,10.0,20.9,39.2,Low Stock
FOODS_2_107,C,Z,CZ,1.0136986301369864,6.643,13.739,MEDIUM,0.6313,7,9,1,8,7.9,16.24,31.3,Low Stock
FOODS_2_108,C,Z,CZ,0.6356164383561644,4.756,9.205,MEDIUM,0.8785,7,7,1,6,9.4,19.08,36.2,Low Stock
HOUSEHOLD_1_114,C,Y,CY,2.0821917808219177,13.365,27.94,HIGH,0.317,10,5,0,5,2.4,4.85,9.6,Critical
FOODS_1_066,C,Z,CZ,1.46986301369863,10.512,20.801,HIGH,0.4796,7,16,2,14,9.5,19.04,36.9,Low Stock
FOODS_1_032,C,Z,CZ,2.0397260273972604,18.518,32.796,HIGH,0.8441,7,23,3,20,9.8,19.6,35.9,Low Stock
HOUSEHOLD_1_295,C,Z,CZ,0.6698630136986301,4.757,9.446,MEDIUM,0.7988,7,7,1,6,9.0,17.88,34.9,Low Stock
HOUSEHOLD_1_025,C,Z,CZ,0.6616438356164384,4.497,9.129,MEDIUM,0.7497,7,7,1,6,9.1,17.88,35.7,Low Stock
FOODS_2_330,C,Z,CZ,0.4671232876712329,3.998,7.268,MEDIUM,1.1688,7,5,1,4,8.6,16.7,31.9,Low Stock
HOUSEHOLD_1_305,C,Z,CZ,0.6109589041095891,6.446,10.723,HIGH,1.2287,7,6,1,5,8.2,14.85,28.8,Critical
FOODS_1_017,C,Z,CZ,0.821917808219178,9.46,15.213,HIGH,1.2094,7,10,1,9,11.0,19.86,37.8,Critical
FOODS_2_199,C,Y,CY,1.804109589041096,10.276,22.905,MEDIUM,0.4131,10,26,2,24,13.3,24.0,54.5,Monitor
HOUSEHOLD_1_170,C,Z,CZ,0.9068493150684932,5.612,11.96,MEDIUM,0.5945,7,10,1,9,9.9,17.68,39.9,Low Stock
HOUSEHOLD_1_393,C,Z,CZ,0.8931506849315068,5.904,12.156,MEDIUM,0.6368,7,8,1,7,7.8,13.83,31.0,Low Stock
HOUSEHOLD_1_403,C,Z,CZ,0.4465753424657534,3.507,6.633,MEDIUM,1.0274,7,4,0,4,9.0,15.73,34.1,Low Stock
HOUSEHOLD_1_065,C,Z,CZ,1.7397260273972603,13.694,25.872,HIGH,0.5946,7,17,1,16,9.2,15.68,34.9,Low Stock
FOODS_2_072,C,Z,CZ,0.626027397260274,5.461,9.843,MEDIUM,1.1435,7,4,0,4,6.4,10.88,23.6,Critical
FOODS_2_319,C,Z,CZ,0.5945205479452055,5.226,9.388,MEDIUM,1.1693,7,6,1,5,8.4,13.93,31.0,Critical
FOODS_1_132,C,Z,CZ,0.8547945205479452,7.639,13.623,HIGH,0.8308,7,10,1,9,10.5,17.38,38.6,Low Stock
HOUSEHOLD_1_474,C,Y,CY,1.6712328767123288,10.992,22.691,HIGH,0.4076,10,19,2,17,10.2,16.49,40.4,Low Stock
HOUSEHOLD_1_149,C,Z,CZ,1.6452054794520548,13.534,25.05,HIGH,0.5338,7,17,2,15,9.1,14.55,34.2,Low Stock
HOUSEHOLD_1_097,C,Z,CZ,0.4013698630136986,3.248,6.058,MEDIUM,1.0941,7,3,0,3,7.5,11.91,28.2,Critical
FOODS_1_019,C,Z,CZ,1.5123287671232877,22.706,33.292,HIGH,2.0865,7,10,1,9,6.0,9.43,19.2,Critical
FOODS_2_273,C,Z,CZ,0.5767123287671233,6.695,10.732,HIGH,1.4335,7,8,1,7,12.1,19.09,41.6,Low Stock
HOUSEHOLD_1_503,C,Y,CY,1.4301369863013698,7.698,17.709,MEDIUM,0.358,10,17,2,15,10.5,16.3,43.6,Low Stock
FOODS_2_394,C,Z,CZ,0.5260273972602739,4.901,8.583,MEDIUM,1.3082,7,4,1,3,5.7,8.71,20.7,Critical
HOUSEHOLD_1_279,C,Z,CZ,1.536986301369863,12.508,23.267,HIGH,0.6541,7,18,2,16,10.4,15.52,39.1,Low Stock
HOUSEHOLD_1_461,C,Y,CY,1.5356164383561643,7.574,18.323,MEDIUM,0.2808,10,20,2,18,11.7,17.46,49.6,Low Stock
HOUSEHOLD_1_360,C,Z,CZ,0.3726027397260274,3.255,5.863,MEDIUM,1.2335,7,5,1,4,10.7,15.84,39.6,Low Stock
FOODS_2_132,C,Z,CZ,0.5356164383561643,4.559,8.308,MEDIUM,1.1344,7,4,1,3,5.6,8.18,20.8,Critical
