item_id,product_name,brand,unit_size,dept_id
FOODS_2_391,CleanPro Frozen Vegetables 292,CleanPro,6 Pack,FOODS_2
HOUSEHOLD_1_028,PowerRush Tissue Box 293,PowerRush,500ml,HOUSEHOLD_1
HOUSEHOLD_1_234,DairyFresh Tissue Box 294,DairyFresh,24 Pack,HOUSEHOLD_1
HOUSEHOLD_1_458,FreshAir Hand Wash 295,FreshAir,250g,HOUSEHOLD_1
HOUSEHOLD_1_479,FreshHarvest Toilet Cleaner 296,FreshHarvest,2L,HOUSEHOLD_1
HOUSEHOLD_1_232,MorningBrew Surface Wipes 297,MorningBrew,1kg,HOUSEHOLD_1
HOUSEHOLD_1_439,FarmFresh Tissue Box 298,FarmFresh,2L,HOUSEHOLD_1
HOUSEHOLD_1_397,CleanPro Garbage Liners 299,CleanPro,1L,HOUSEHOLD_1
HOUSEHOLD_1_425,DairyFresh Garbage Liners 300,DairyFresh,500g,HOUSEHOLD_1
HOUSEHOLD_1_198,CleanPro Kitchen Cleaner 301,CleanPro,24 Pack,HOUSEHOLD_1
FOODS_2_399,CreamWorld Flavored Yogurt 302,CreamWorld,750g,FOODS_2
FOODS_1_037,CreamWorld Honey 303,CreamWorld,24 Pack,FOODS_1
FOODS_1_139,SoftHome Honey 304,SoftHome,500g,FOODS_1
HOUSEHOLD_1_508,MorningBrew Paper Towels 305,MorningBrew,750g,HOUSEHOLD_1
FOODS_1_044,PowerRush Honey 306,PowerRush,1L,FOODS_1
FOODS_2_021,SoftHome Greek Yogurt 307,SoftHome,12 Pack,FOODS_2
FOODS_1_120,PowerRush Corn Flakes 308,PowerRush,250g,FOODS_1
FOODS_2_051,QuickBite Energy Drink 309,QuickBite,12 Pack,FOODS_2
FOODS_2_138,PowerRush Chicken Nuggets 310,PowerRush,250g,FOODS_2
HOUSEHOLD_1_522,HealthyStart Kitchen Cleaner 311,HealthyStart,6 Pack,HOUSEHOLD_1
FOODS_1_127,CleanPro Premium Salt 312,CleanPro,750g,FOODS_1
HOUSEHOLD_1_083,FreshAir Floor Cleaner 313,FreshAir,500g,HOUSEHOLD_1
FOODS_2_283,HealthyStart Protein Bar 314,HealthyStart,500ml,FOODS_2
FOODS_2_189,FarmFresh Chocolate Cookies 315,FarmFresh,2L,FOODS_2
FOODS_2_294,FreshHarvest Fruit Juice 316,FreshHarvest,750g,FOODS_2
HOUSEHOLD_1_337,PowerRush Multi Surface Spray 317,PowerRush,250ml,HOUSEHOLD_1
FOODS_1_167,HealthyStart Green Tea 318,HealthyStart,12 Pack,FOODS_1
FOODS_2_220,Sparkle Chocolate Cookies 319,Sparkle,2L,FOODS_2
FOODS_1_208,QuickBite Pasta 320,QuickBite,250ml,FOODS_1
HOUSEHOLD_1_528,SnackMax Laundry Detergent 321,SnackMax,500ml,HOUSEHOLD_1
HOUSEHOLD_1_017,QuickBite Paper Towels 322,QuickBite,1L,HOUSEHOLD_1
FOODS_1_027,HealthyStart Tomato Ketchup 323,HealthyStart,24 Pack,FOODS_1
FOODS_2_146,CreamWorld Frozen Vegetables 324,CreamWorld,750g,FOODS_2
FOODS_2_340,FarmFresh Flavored Yogurt 325,FarmFresh,2L,FOODS_2
HOUSEHOLD_1_251,HealthyStart Trash Bags 326,HealthyStart,2L,HOUSEHOLD_1
FOODS_1_184,GoldenGrain Green Tea 327,GoldenGrain,1kg,FOODS_1
FOODS_2_356,HealthyStart Cheese Slices 328,HealthyStart,500ml,FOODS_2
FOODS_2_174,NatureSip Sandwich Cookies 329,NatureSip,2L,FOODS_2
FOODS_2_297,MorningBrew Chocolate Bar 330,MorningBrew,6 Pack,FOODS_2
HOUSEHOLD_1_353,FarmFresh Dishwashing Liquid 331,FarmFresh,24 Pack,HOUSEHOLD_1
FOODS_2_003,CleanPro Fruit Juice 332,CleanPro,750g,FOODS_2
FOODS_2_218,SoftHome Frozen Fries 333,SoftHome,250ml,FOODS_2
FOODS_1_013,CleanPro Green Tea 334,CleanPro,500ml,FOODS_1
FOODS_1_134,MorningBrew Premium Salt 335,MorningBrew,1kg,FOODS_1
FOODS_1_028,HealthyStart Organic Rice 336,HealthyStart,250g,FOODS_1
FOODS_2_092,FarmFresh Chicken Nuggets 337,FarmFresh,250g,FOODS_2
FOODS_2_245,QuickBite Cup Noodles 338,QuickBite,250ml,FOODS_2
HOUSEHOLD_1_372,FarmFresh Fabric Softener 339,FarmFresh,1kg,HOUSEHOLD_1
HOUSEHOLD_1_101,Sparkle Kitchen Cleaner 340,Sparkle,750g,HOUSEHOLD_1
FOODS_1_158,QuickBite Organic Rice 341,QuickBite,500g,FOODS_1
HOUSEHOLD_1_147,SnackMax Multi Surface Spray 342,SnackMax,1L,HOUSEHOLD_1
HOUSEHOLD_1_008,SoftHome Multi Surface Spray 343,SoftHome,500g,HOUSEHOLD_1
FOODS_2_289,DairyFresh Frozen Fries 344,DairyFresh,500g,FOODS_2
FOODS_2_237,FreshHarvest Snack Crackers 345,FreshHarvest,250ml,FOODS_2
FOODS_2_225,FreshHarvest Frozen Vegetables 346,FreshHarvest,6 Pack,FOODS_2
FOODS_1_146,FarmFresh Basmati Rice 347,FarmFresh,2L,FOODS_1
FOODS_2_177,CreamWorld Chocolate Bar 348,CreamWorld,750g,FOODS_2
HOUSEHOLD_1_215,SnackMax Surface Wipes 349,SnackMax,500g,HOUSEHOLD_1
FOODS_1_113,SnackMax Peanut Butter 350,SnackMax,2L,FOODS_1
FOODS_2_058,PowerRush Cheese Slices 351,PowerRush,500g,FOODS_2
FOODS_2_257,MorningBrew Chicken Nuggets 352,MorningBrew,750g,FOODS_2
HOUSEHOLD_1_430,DairyFresh Laundry Detergent 353,DairyFresh,500ml,HOUSEHOLD_1
FOODS_2_385,Sparkle Fruit Juice 354,Sparkle,6 Pack,FOODS_2
HOUSEHOLD_1_247,NatureSip Trash Bags 355,NatureSip,750g,HOUSEHOLD_1
FOODS_2_125,SnackMax Greek Yogurt 356,SnackMax,750g,FOODS_2
FOODS_2_107,CleanPro Cup Noodles 357,CleanPro,1kg,FOODS_2
FOODS_2_108,CleanPro Frozen Fries 358,CleanPro,6 Pack,FOODS_2
HOUSEHOLD_1_114,DairyFresh Furniture Polish 359,DairyFresh,2L,HOUSEHOLD_1
FOODS_1_066,DairyFresh Corn Flakes 360,DairyFresh,750g,FOODS_1
FOODS_1_032,FreshHarvest Green Tea 361,FreshHarvest,1L,FOODS_1
HOUSEHOLD_1_295,FreshHarvest Tissue Box 362,FreshHarvest,6 Pack,HOUSEHOLD_1
HOUSEHOLD_1_025,FreshHarvest Surface Wipes 363,FreshHarvest,1L,HOUSEHOLD_1
FOODS_2_330,NatureSip Chocolate Cookies 364,NatureSip,250ml,FOODS_2
HOUSEHOLD_1_305,DairyFresh Air Freshener 365,DairyFresh,750g,HOUSEHOLD_1
FOODS_1_017,MorningBrew Corn Flakes 366,MorningBrew,500ml,FOODS_1
FOODS_2_199,MorningBrew Chocolate Bar 367,MorningBrew,1L,FOODS_2
HOUSEHOLD_1_170,DairyFresh Room Spray 368,DairyFresh,12 Pack,HOUSEHOLD_1
HOUSEHOLD_1_393,FarmFresh Bleach Cleaner 369,FarmFresh,250g,HOUSEHOLD_1
HOUSEHOLD_1_403,NatureSip Bleach Cleaner 370,NatureSip,1L,HOUSEHOLD_1
HOUSEHOLD_1_065,FreshAir Toilet Cleaner 371,FreshAir,500ml,HOUSEHOLD_1
FOODS_2_072,FreshAir Potato Chips 372,FreshAir,250ml,FOODS_2
FOODS_2_319,NatureSip Potato Chips 373,NatureSip,1kg,FOODS_2
FOODS_1_132,CleanPro Whole Wheat Flour 374,CleanPro,250ml,FOODS_1
HOUSEHOLD_1_474,FreshHarvest Multi Surface Spray 375,FreshHarvest,500ml,HOUSEHOLD_1
HOUSEHOLD_1_149,FreshAir Paper Towels 376,FreshAir,1kg,HOUSEHOLD_1
HOUSEHOLD_1_097,DairyFresh Kitchen Cleaner 377,DairyFresh,1kg,HOUSEHOLD_1
FOODS_1_019,FreshAir Honey 378,FreshAir,2L,FOODS_1
FOODS_2_273,FreshAir Greek Yogurt 379,FreshAir,1kg,FOODS_2
HOUSEHOLD_1_503,FreshAir Bathroom Cleaner 380,FreshAir,500g,HOUSEHOLD_1
FOODS_2_394,MorningBrew Flavored Yogurt 381,MorningBrew,1kg,FOODS_2
HOUSEHOLD_1_279,CleanPro Toilet Cleaner 382,CleanPro,24 Pack,HOUSEHOLD_1
HOUSEHOLD_1_461,HealthyStart Trash Bags 383,HealthyStart,24 Pack,HOUSEHOLD_1
HOUSEHOLD_1_360,DairyFresh Multi Surface Spray 384,DairyFresh,500ml,HOUSEHOLD_1
FOODS_2_132,DairyFresh Chocolate Bar 385,DairyFresh,1L,FOODS_2
FOODS_2_358,CleanPro Protein Bar 386,CleanPro,24 Pack,FOODS_2
FOODS_2_240,CleanPro Chicken Nuggets 387,CleanPro,2L,FOODS_2
FOODS_2_188,PowerRush Ice Pops 388,PowerRush,250g,FOODS_2
FOODS_2_196,DairyFresh Protein Bar 389,DairyFresh,24 Pack,FOODS_2
FOODS_2_260,SoftHome Chicken Nuggets 390,SoftHome,1kg,FOODS_2
FOODS_2_156,HealthyStart Soft Drink 391,HealthyStart,250ml,FOODS_2
FOODS_1_138,DairyFresh Arabica Coffee 392,DairyFresh,12 Pack,FOODS_1
FOODS_1_204,SoftHome Mayonnaise 393,SoftHome,12 Pack,FOODS_1
HOUSEHOLD_1_379,QuickBite Floor Cleaner 394,QuickBite,750g,HOUSEHOLD_1
FOODS_1_052,DairyFresh Peanut Butter 395,DairyFresh,6 Pack,FOODS_1
HOUSEHOLD_1_230,CreamWorld Fabric Softener 396,CreamWorld,250g,HOUSEHOLD_1
HOUSEHOLD_1_475,SnackMax Garbage Liners 397,SnackMax,250ml,HOUSEHOLD_1
FOODS_1_176,HealthyStart Peanut Butter 398,HealthyStart,500ml,FOODS_1
FOODS_1_102,FarmFresh Organic Rice 399,FarmFresh,500ml,FOODS_1
HOUSEHOLD_1_424,DairyFresh Room Spray 400,DairyFresh,250ml,HOUSEHOLD_1
