item_id,supplier_id,supplier_type,supplier_price,lead_time_days,reliability_score,quality_score,fill_rate,risk_score,capacity_units
FOODS_2_036,SUP009,Emergency,5.02,4,91,91,97,12,3000
FOODS_2_036,SUP001,Strategic,4.39,10,97,94,98,11,10000
FOODS_2_036,SUP003,Balanced,3.77,10,84,81,87,20,7000
FOODS_2_036,SUP004,Balanced,3.58,6,84,80,91,27,7000
HOUSEHOLD_1_387,SUP003,Balanced,3.08,10,84,81,87,20,7000
HOUSEHOLD_1_387,SUP009,Emergency,4.5,4,91,91,97,12,3000
HOUSEHOLD_1_387,SUP002,Strategic,3.4,9,97,94,95,7,10000
HOUSEHOLD_1_387,SUP010,Emergency,4.22,2,85,83,86,11,3000
FOODS_1_161,SUP009,Emergency,1.42,4,91,91,97,12,3000
FOODS_1_161,SUP010,Emergency,1.41,2,85,83,86,11,3000
FOODS_1_161,SUP005,Balanced,0.95,8,88,80,90,24,7000
FOODS_1_161,SUP002,Strategic,1.1,9,97,94,95,7,10000
FOODS_2_359,SUP002,Strategic,2.31,9,97,94,95,7,10000
FOODS_2_359,SUP001,Strategic,2.39,10,97,94,98,11,10000
FOODS_2_359,SUP003,Balanced,2.1,10,84,81,87,20,7000
FOODS_2_359,SUP009,Emergency,3.06,4,91,91,97,12,3000
FOODS_2_074,SUP005,Balanced,2.6,8,88,80,90,24,7000
FOODS_2_074,SUP001,Strategic,3.07,10,97,94,98,11,10000
FOODS_2_074,SUP002,Strategic,2.99,9,97,94,95,7,10000
FOODS_2_074,SUP004,Balanced,2.53,6,84,80,91,27,7000
FOODS_2_274,SUP005,Balanced,6.86,8,88,80,90,24,7000
FOODS_2_274,SUP001,Strategic,7.88,10,97,94,98,11,10000
FOODS_2_274,SUP010,Emergency,9.6,2,85,83,86,11,3000
FOODS_2_274,SUP004,Balanced,7.27,6,84,80,91,27,7000
FOODS_1_162,SUP010,Emergency,2.57,2,85,83,86,11,3000
FOODS_1_162,SUP002,Strategic,2.2,9,97,94,95,7,10000
FOODS_1_162,SUP001,Strategic,2.31,10,97,94,98,11,10000
FOODS_1_162,SUP005,Balanced,1.93,8,88,80,90,24,7000
FOODS_2_150,SUP004,Balanced,3.09,6,84,80,91,27,7000
FOODS_2_150,SUP005,Balanced,3.12,8,88,80,90,24,7000
FOODS_2_150,SUP002,Strategic,3.19,9,97,94,95,7,10000
FOODS_2_150,SUP010,Emergency,4.03,2,85,83,86,11,3000
HOUSEHOLD_1_197,SUP005,Balanced,4.94,8,88,80,90,24,7000
HOUSEHOLD_1_197,SUP001,Strategic,5.69,10,97,94,98,11,10000
HOUSEHOLD_1_197,SUP003,Balanced,4.99,10,84,81,87,20,7000
HOUSEHOLD_1_197,SUP010,Emergency,7.03,2,85,83,86,11,3000
HOUSEHOLD_1_328,SUP004,Balanced,4.93,6,84,80,91,27,7000
HOUSEHOLD_1_328,SUP003,Balanced,4.95,10,84,81,87,20,7000
HOUSEHOLD_1_328,SUP002,Strategic,5.11,9,97,94,95,7,10000
HOUSEHOLD_1_328,SUP009,Emergency,6.82,4,91,91,97,12,3000
HOUSEHOLD_1_361,SUP004,Balanced,1.95,6,84,80,91,27,7000
HOUSEHOLD_1_361,SUP001,Strategic,2.18,10,97,94,98,11,10000
HOUSEHOLD_1_361,SUP005,Balanced,1.85,8,88,80,90,24,7000
HOUSEHOLD_1_361,SUP009,Emergency,2.71,4,91,91,97,12,3000
FOODS_1_023,SUP004,Balanced,5.81,6,84,80,91,27,7000
FOODS_1_023,SUP005,Balanced,5.5,8,88,80,90,24,7000
FOODS_1_023,SUP002,Strategic,6.23,9,97,94,95,7,10000
FOODS_1_023,SUP010,Emergency,7.82,2,85,83,86,11,3000
FOODS_1_018,SUP009,Emergency,1.49,4,91,91,97,12,3000
FOODS_1_018,SUP010,Emergency,1.32,2,85,83,86,11,3000
FOODS_1_018,SUP003,Balanced,1.0,10,84,81,87,20,7000
FOODS_1_018,SUP001,Strategic,1.1,10,97,94,98,11,10000
HOUSEHOLD_1_437,SUP003,Balanced,3.27,10,84,81,87,20,7000
HOUSEHOLD_1_437,SUP002,Strategic,3.36,9,97,94,95,7,10000
HOUSEHOLD_1_437,SUP010,Emergency,4.49,2,85,83,86,11,3000
HOUSEHOLD_1_437,SUP004,Balanced,3.03,6,84,80,91,27,7000
HOUSEHOLD_1_118,SUP004,Balanced,0.99,6,84,80,91,27,7000
HOUSEHOLD_1_118,SUP003,Balanced,0.96,10,84,81,87,20,7000
HOUSEHOLD_1_118,SUP002,Strategic,1.12,9,97,94,95,7,10000
HOUSEHOLD_1_118,SUP009,Emergency,1.4,4,91,91,97,12,3000
FOODS_2_054,SUP005,Balanced,2.95,8,88,80,90,24,7000
FOODS_2_054,SUP003,Balanced,2.9,10,84,81,87,20,7000
FOODS_2_054,SUP010,Emergency,3.93,2,85,83,86,11,3000
FOODS_2_054,SUP001,Strategic,3.51,10,97,94,98,11,10000
HOUSEHOLD_1_376,SUP001,Strategic,6.24,10,97,94,98,11,10000
HOUSEHOLD_1_376,SUP004,Balanced,5.56,6,84,80,91,27,7000
HOUSEHOLD_1_376,SUP009,Emergency,8.1,4,91,91,97,12,3000
HOUSEHOLD_1_376,SUP005,Balanced,5.58,8,88,80,90,24,7000
HOUSEHOLD_1_370,SUP002,Strategic,7.86,9,97,94,95,7,10000
HOUSEHOLD_1_370,SUP004,Balanced,7.41,6,84,80,91,27,7000
HOUSEHOLD_1_370,SUP003,Balanced,7.08,10,84,81,87,20,7000
HOUSEHOLD_1_370,SUP009,Emergency,10.03,4,91,91,97,12,3000
FOODS_1_194,SUP004,Balanced,4.76,6,84,80,91,27,7000
FOODS_1_194,SUP002,Strategic,5.21,9,97,94,95,7,10000
FOODS_1_194,SUP001,Strategic,5.5,10,97,94,98,11,10000
FOODS_1_194,SUP009,Emergency,7.17,4,91,91,97,12,3000
HOUSEHOLD_1_408,SUP010,Emergency,7.44,2,85,83,86,11,3000
HOUSEHOLD_1_408,SUP002,Strategic,6.02,9,97,94,95,7,10000
HOUSEHOLD_1_408,SUP001,Strategic,6.65,10,97,94,98,11,10000
HOUSEHOLD_1_408,SUP005,Balanced,5.27,8,88,80,90,24,7000
HOUSEHOLD_1_517,SUP002,Strategic,1.09,9,97,94,95,7,10000
HOUSEHOLD_1_517,SUP004,Balanced,0.97,6,84,80,91,27,7000
HOUSEHOLD_1_517,SUP009,Emergency,1.46,4,91,91,97,12,3000
HOUSEHOLD_1_517,SUP003,Balanced,1.03,10,84,81,87,20,7000
FOODS_1_200,SUP010,Emergency,1.38,2,85,83,86,11,3000
FOODS_1_200,SUP001,Strategic,1.12,10,97,94,98,11,10000
FOODS_1_200,SUP005,Balanced,1.0,8,88,80,90,24,7000
FOODS_1_200,SUP009,Emergency,1.41,4,91,91,97,12,3000
HOUSEHOLD_1_014,SUP004,Balanced,19.03,6,84,80,91,27,7000
HOUSEHOLD_1_014,SUP005,Balanced,18.68,8,88,80,90,24,7000
HOUSEHOLD_1_014,SUP003,Balanced,17.85,10,84,81,87,20,7000
HOUSEHOLD_1_014,SUP010,Emergency,25.31,2,85,83,86,11,3000
FOODS_1_104,SUP004,Balanced,3.47,6,84,80,91,27,7000
FOODS_1_104,SUP005,Balanced,3.56,8,88,80,90,24,7000
FOODS_1_104,SUP010,Emergency,4.98,2,85,83,86,11,3000
FOODS_1_104,SUP002,Strategic,3.84,9,97,94,95,7,10000
HOUSEHOLD_1_318,SUP001,Strategic,3.6,10,97,94,98,11,10000
HOUSEHOLD_1_318,SUP005,Balanced,3.06,8,88,80,90,24,7000
HOUSEHOLD_1_318,SUP004,Balanced,3.05,6,84,80,91,27,7000
HOUSEHOLD_1_318,SUP002,Strategic,3.43,9,97,94,95,7,10000
HOUSEHOLD_1_498,SUP010,Emergency,4.61,2,85,83,86,11,3000
HOUSEHOLD_1_498,SUP003,Balanced,3.44,10,84,81,87,20,7000
HOUSEHOLD_1_498,SUP009,Emergency,4.91,4,91,91,97,12,3000
HOUSEHOLD_1_498,SUP001,Strategic,3.72,10,97,94,98,11,10000
HOUSEHOLD_1_119,SUP010,Emergency,5.2,2,85,83,86,11,3000
HOUSEHOLD_1_119,SUP004,Balanced,3.66,6,84,80,91,27,7000
HOUSEHOLD_1_119,SUP001,Strategic,4.22,10,97,94,98,11,10000
HOUSEHOLD_1_119,SUP003,Balanced,3.76,10,84,81,87,20,7000
HOUSEHOLD_1_204,SUP003,Balanced,1.92,10,84,81,87,20,7000
HOUSEHOLD_1_204,SUP004,Balanced,1.9,6,84,80,91,27,7000
HOUSEHOLD_1_204,SUP009,Emergency,2.6,4,91,91,97,12,3000
HOUSEHOLD_1_204,SUP001,Strategic,2.12,10,97,94,98,11,10000
FOODS_2_304,SUP004,Balanced,3.84,6,84,80,91,27,7000
FOODS_2_304,SUP002,Strategic,4.6,9,97,94,95,7,10000
FOODS_2_304,SUP005,Balanced,3.99,8,88,80,90,24,7000
FOODS_2_304,SUP009,Emergency,6.0,4,91,91,97,12,3000
HOUSEHOLD_1_465,SUP001,Strategic,1.19,10,97,94,98,11,10000
HOUSEHOLD_1_465,SUP005,Balanced,1.01,8,88,80,90,24,7000
HOUSEHOLD_1_465,SUP004,Balanced,0.96,6,84,80,91,27,7000
HOUSEHOLD_1_465,SUP009,Emergency,1.35,4,91,91,97,12,3000
FOODS_1_152,SUP002,Strategic,9.3,9,97,94,95,7,10000
FOODS_1_152,SUP001,Strategic,9.77,10,97,94,98,11,10000
FOODS_1_152,SUP005,Balanced,8.25,8,88,80,90,24,7000
FOODS_1_152,SUP010,Emergency,11.92,2,85,83,86,11,3000
HOUSEHOLD_1_055,SUP002,Strategic,4.44,9,97,94,95,7,10000
HOUSEHOLD_1_055,SUP003,Balanced,4.17,10,84,81,87,20,7000
HOUSEHOLD_1_055,SUP010,Emergency,5.51,2,85,83,86,11,3000
HOUSEHOLD_1_055,SUP004,Balanced,3.9,6,84,80,91,27,7000
HOUSEHOLD_1_214,SUP001,Strategic,2.07,10,97,94,98,11,10000
HOUSEHOLD_1_214,SUP009,Emergency,2.6,4,91,91,97,12,3000
HOUSEHOLD_1_214,SUP010,Emergency,2.57,2,85,83,86,11,3000
HOUSEHOLD_1_214,SUP004,Balanced,1.95,6,84,80,91,27,7000
HOUSEHOLD_1_291,SUP004,Balanced,3.78,6,84,80,91,27,7000
HOUSEHOLD_1_291,SUP003,Balanced,3.7,10,84,81,87,20,7000
HOUSEHOLD_1_291,SUP009,Emergency,5.66,4,91,91,97,12,3000
HOUSEHOLD_1_291,SUP002,Strategic,4.29,9,97,94,95,7,10000
HOUSEHOLD_1_071,SUP004,Balanced,2.23,6,84,80,91,27,7000
HOUSEHOLD_1_071,SUP002,Strategic,2.56,9,97,94,95,7,10000
HOUSEHOLD_1_071,SUP009,Emergency,3.28,4,91,91,97,12,3000
HOUSEHOLD_1_071,SUP003,Balanced,2.28,10,84,81,87,20,7000
FOODS_2_307,SUP010,Emergency,3.4,2,85,83,86,11,3000
FOODS_2_307,SUP004,Balanced,2.6,6,84,80,91,27,7000
FOODS_2_307,SUP009,Emergency,3.88,4,91,91,97,12,3000
FOODS_2_307,SUP005,Balanced,2.59,8,88,80,90,24,7000
HOUSEHOLD_1_048,SUP010,Emergency,4.14,2,85,83,86,11,3000
HOUSEHOLD_1_048,SUP004,Balanced,3.01,6,84,80,91,27,7000
HOUSEHOLD_1_048,SUP001,Strategic,3.46,10,97,94,98,11,10000
HOUSEHOLD_1_048,SUP003,Balanced,2.93,10,84,81,87,20,7000
FOODS_2_014,SUP001,Strategic,3.5,10,97,94,98,11,10000
FOODS_2_014,SUP010,Emergency,4.2,2,85,83,86,11,3000
FOODS_2_014,SUP005,Balanced,2.95,8,88,80,90,24,7000
FOODS_2_014,SUP002,Strategic,3.34,9,97,94,95,7,10000
FOODS_2_013,SUP004,Balanced,2.01,6,84,80,91,27,7000
FOODS_2_013,SUP009,Emergency,2.87,4,91,91,97,12,3000
FOODS_2_013,SUP010,Emergency,2.82,2,85,83,86,11,3000
FOODS_2_013,SUP001,Strategic,2.4,10,97,94,98,11,10000
HOUSEHOLD_1_369,SUP003,Balanced,4.0,10,84,81,87,20,7000
HOUSEHOLD_1_369,SUP010,Emergency,5.28,2,85,83,86,11,3000
HOUSEHOLD_1_369,SUP002,Strategic,4.07,9,97,94,95,7,10000
HOUSEHOLD_1_369,SUP009,Emergency,5.15,4,91,91,97,12,3000
HOUSEHOLD_1_282,SUP009,Emergency,5.7,4,91,91,97,12,3000
HOUSEHOLD_1_282,SUP004,Balanced,4.2,6,84,80,91,27,7000
HOUSEHOLD_1_282,SUP001,Strategic,4.44,10,97,94,98,11,10000
HOUSEHOLD_1_282,SUP005,Balanced,3.83,8,88,80,90,24,7000
FOODS_1_080,SUP003,Balanced,7.81,10,84,81,87,20,7000
FOODS_1_080,SUP004,Balanced,7.73,6,84,80,91,27,7000
FOODS_1_080,SUP002,Strategic,8.3,9,97,94,95,7,10000
FOODS_1_080,SUP010,Emergency,10.5,2,85,83,86,11,3000
FOODS_2_164,SUP003,Balanced,3.07,10,84,81,87,20,7000
FOODS_2_164,SUP002,Strategic,3.49,9,97,94,95,7,10000
FOODS_2_164,SUP005,Balanced,3.09,8,88,80,90,24,7000
FOODS_2_164,SUP010,Emergency,4.53,2,85,83,86,11,3000
HOUSEHOLD_1_510,SUP010,Emergency,7.25,2,85,83,86,11,3000
HOUSEHOLD_1_510,SUP003,Balanced,5.07,10,84,81,87,20,7000
HOUSEHOLD_1_510,SUP004,Balanced,4.94,6,84,80,91,27,7000
HOUSEHOLD_1_510,SUP001,Strategic,5.87,10,97,94,98,11,10000
HOUSEHOLD_1_447,SUP005,Balanced,0.95,8,88,80,90,24,7000
HOUSEHOLD_1_447,SUP009,Emergency,1.4,4,91,91,97,12,3000
HOUSEHOLD_1_447,SUP010,Emergency,1.42,2,85,83,86,11,3000
HOUSEHOLD_1_447,SUP001,Strategic,1.19,10,97,94,98,11,10000
FOODS_2_360,SUP004,Balanced,0.99,6,84,80,91,27,7000
FOODS_2_360,SUP010,Emergency,1.27,2,85,83,86,11,3000
FOODS_2_360,SUP001,Strategic,1.14,10,97,94,98,11,10000
FOODS_2_360,SUP002,Strategic,1.06,9,97,94,95,7,10000
HOUSEHOLD_1_180,SUP009,Emergency,4.16,4,91,91,97,12,3000
HOUSEHOLD_1_180,SUP001,Strategic,3.36,10,97,94,98,11,10000
HOUSEHOLD_1_180,SUP004,Balanced,2.9,6,84,80,91,27,7000
HOUSEHOLD_1_180,SUP002,Strategic,3.42,9,97,94,95,7,10000
HOUSEHOLD_1_453,SUP004,Balanced,2.28,6,84,80,91,27,7000
HOUSEHOLD_1_453,SUP001,Strategic,2.65,10,97,94,98,11,10000
HOUSEHOLD_1_453,SUP003,Balanced,2.36,10,84,81,87,20,7000
HOUSEHOLD_1_453,SUP002,Strategic,2.36,9,97,94,95,7,10000
FOODS_2_325,SUP009,Emergency,1.74,4,91,91,97,12,3000
FOODS_2_325,SUP001,Strategic,1.5,10,97,94,98,11,10000
FOODS_2_325,SUP004,Balanced,1.22,6,84,80,91,27,7000
FOODS_2_325,SUP005,Balanced,1.22,8,88,80,90,24,7000
FOODS_2_315,SUP003,Balanced,2.48,10,84,81,87,20,7000
FOODS_2_315,SUP005,Balanced,2.62,8,88,80,90,24,7000
FOODS_2_315,SUP002,Strategic,2.74,9,97,94,95,7,10000
FOODS_2_315,SUP004,Balanced,2.43,6,84,80,91,27,7000
HOUSEHOLD_1_090,SUP009,Emergency,4.22,4,91,91,97,12,3000
HOUSEHOLD_1_090,SUP005,Balanced,3.12,8,88,80,90,24,7000
HOUSEHOLD_1_090,SUP004,Balanced,3.06,6,84,80,91,27,7000
HOUSEHOLD_1_090,SUP002,Strategic,3.25,9,97,94,95,7,10000
FOODS_2_139,SUP010,Emergency,3.99,2,85,83,86,11,3000
FOODS_2_139,SUP005,Balanced,2.93,8,88,80,90,24,7000
FOODS_2_139,SUP002,Strategic,3.4,9,97,94,95,7,10000
FOODS_2_139,SUP001,Strategic,3.33,10,97,94,98,11,10000
HOUSEHOLD_1_434,SUP003,Balanced,4.27,10,84,81,87,20,7000
HOUSEHOLD_1_434,SUP010,Emergency,5.59,2,85,83,86,11,3000
HOUSEHOLD_1_434,SUP009,Emergency,5.85,4,91,91,97,12,3000
HOUSEHOLD_1_434,SUP004,Balanced,4.03,6,84,80,91,27,7000
HOUSEHOLD_1_518,SUP009,Emergency,10.27,4,91,91,97,12,3000
HOUSEHOLD_1_518,SUP004,Balanced,7.29,6,84,80,91,27,7000
HOUSEHOLD_1_518,SUP003,Balanced,7.46,10,84,81,87,20,7000
HOUSEHOLD_1_518,SUP002,Strategic,7.98,9,97,94,95,7,10000
FOODS_1_021,SUP004,Balanced,1.0,6,84,80,91,27,7000
FOODS_1_021,SUP010,Emergency,1.41,2,85,83,86,11,3000
FOODS_1_021,SUP002,Strategic,1.06,9,97,94,95,7,10000
FOODS_1_021,SUP009,Emergency,1.48,4,91,91,97,12,3000
FOODS_1_172,SUP009,Emergency,2.74,4,91,91,97,12,3000
FOODS_1_172,SUP010,Emergency,2.7,2,85,83,86,11,3000
FOODS_1_172,SUP004,Balanced,2.03,6,84,80,91,27,7000
FOODS_1_172,SUP005,Balanced,1.92,8,88,80,90,24,7000
FOODS_1_046,SUP010,Emergency,1.34,2,85,83,86,11,3000
FOODS_1_046,SUP009,Emergency,1.44,4,91,91,97,12,3000
FOODS_1_046,SUP003,Balanced,1.06,10,84,81,87,20,7000
FOODS_1_046,SUP001,Strategic,1.16,10,97,94,98,11,10000
HOUSEHOLD_1_093,SUP009,Emergency,5.5,4,91,91,97,12,3000
HOUSEHOLD_1_093,SUP003,Balanced,3.98,10,84,81,87,20,7000
HOUSEHOLD_1_093,SUP001,Strategic,4.38,10,97,94,98,11,10000
HOUSEHOLD_1_093,SUP005,Balanced,3.96,8,88,80,90,24,7000
HOUSEHOLD_1_246,SUP005,Balanced,3.86,8,88,80,90,24,7000
HOUSEHOLD_1_246,SUP001,Strategic,4.85,10,97,94,98,11,10000
HOUSEHOLD_1_246,SUP010,Emergency,5.67,2,85,83,86,11,3000
HOUSEHOLD_1_246,SUP003,Balanced,3.93,10,84,81,87,20,7000
FOODS_1_103,SUP010,Emergency,5.9,2,85,83,86,11,3000
FOODS_1_103,SUP005,Balanced,4.09,8,88,80,90,24,7000
FOODS_1_103,SUP009,Emergency,5.87,4,91,91,97,12,3000
FOODS_1_103,SUP002,Strategic,4.91,9,97,94,95,7,10000
HOUSEHOLD_1_345,SUP002,Strategic,4.69,9,97,94,95,7,10000
HOUSEHOLD_1_345,SUP001,Strategic,4.78,10,97,94,98,11,10000
HOUSEHOLD_1_345,SUP003,Balanced,4.09,10,84,81,87,20,7000
HOUSEHOLD_1_345,SUP010,Emergency,5.98,2,85,83,86,11,3000
HOUSEHOLD_1_399,SUP003,Balanced,1.0,10,84,81,87,20,7000
HOUSEHOLD_1_399,SUP006,Cost,0.87,12,76,76,84,32,12000
HOUSEHOLD_1_399,SUP007,Cost,0.88,14,83,76,85,47,12000
HOUSEHOLD_1_399,SUP004,Balanced,0.97,6,84,80,91,27,7000
FOODS_1_058,SUP006,Cost,1.71,12,76,76,84,32,12000
FOODS_1_058,SUP012,Regional,2.12,4,86,76,84,33,5000
FOODS_1_058,SUP004,Balanced,1.92,6,84,80,91,27,7000
FOODS_1_058,SUP005,Balanced,2.05,8,88,80,90,24,7000
FOODS_1_067,SUP011,Regional,2.1,8,80,80,84,37,5000
FOODS_1_067,SUP004,Balanced,2.11,6,84,80,91,27,7000
FOODS_1_067,SUP005,Balanced,2.07,8,88,80,90,24,7000
FOODS_1_067,SUP003,Balanced,2.05,10,84,81,87,20,7000
FOODS_2_016,SUP012,Regional,1.38,4,86,76,84,33,5000
FOODS_2_016,SUP011,Regional,1.23,8,80,80,84,37,5000
FOODS_2_016,SUP007,Cost,1.08,14,83,76,85,47,12000
FOODS_2_016,SUP006,Cost,1.1,12,76,76,84,32,12000
HOUSEHOLD_1_087,SUP007,Cost,3.89,14,83,76,85,47,12000
HOUSEHOLD_1_087,SUP003,Balanced,4.75,10,84,81,87,20,7000
HOUSEHOLD_1_087,SUP012,Regional,4.95,4,86,76,84,33,5000
HOUSEHOLD_1_087,SUP011,Regional,4.69,8,80,80,84,37,5000
HOUSEHOLD_1_386,SUP011,Regional,3.13,8,80,80,84,37,5000
HOUSEHOLD_1_386,SUP004,Balanced,3.03,6,84,80,91,27,7000
HOUSEHOLD_1_386,SUP003,Balanced,3.15,10,84,81,87,20,7000
HOUSEHOLD_1_386,SUP012,Regional,3.19,4,86,76,84,33,5000
HOUSEHOLD_1_538,SUP005,Balanced,3.42,8,88,80,90,24,7000
HOUSEHOLD_1_538,SUP004,Balanced,3.4,6,84,80,91,27,7000
HOUSEHOLD_1_538,SUP012,Regional,3.81,4,86,76,84,33,5000
HOUSEHOLD_1_538,SUP007,Cost,2.87,14,83,76,85,47,12000
FOODS_2_255,SUP011,Regional,2.77,8,80,80,84,37,5000
FOODS_2_255,SUP012,Regional,2.86,4,86,76,84,33,5000
FOODS_2_255,SUP006,Cost,2.44,12,76,76,84,32,12000
FOODS_2_255,SUP003,Balanced,2.83,10,84,81,87,20,7000
HOUSEHOLD_1_045,SUP012,Regional,2.66,4,86,76,84,33,5000
HOUSEHOLD_1_045,SUP006,Cost,2.24,12,76,76,84,32,12000
HOUSEHOLD_1_045,SUP004,Balanced,2.51,6,84,80,91,27,7000
HOUSEHOLD_1_045,SUP011,Regional,2.55,8,80,80,84,37,5000
HOUSEHOLD_1_129,SUP005,Balanced,4.12,8,88,80,90,24,7000
HOUSEHOLD_1_129,SUP004,Balanced,4.19,6,84,80,91,27,7000
HOUSEHOLD_1_129,SUP012,Regional,4.1,4,86,76,84,33,5000
HOUSEHOLD_1_129,SUP007,Cost,3.34,14,83,76,85,47,12000
FOODS_2_388,SUP006,Cost,2.54,12,76,76,84,32,12000
FOODS_2_388,SUP005,Balanced,3.16,8,88,80,90,24,7000
FOODS_2_388,SUP004,Balanced,2.92,6,84,80,91,27,7000
FOODS_2_388,SUP011,Regional,3.08,8,80,80,84,37,5000
FOODS_2_153,SUP006,Cost,2.6,12,76,76,84,32,12000
FOODS_2_153,SUP007,Cost,2.54,14,83,76,85,47,12000
FOODS_2_153,SUP003,Balanced,2.91,10,84,81,87,20,7000
FOODS_2_153,SUP005,Balanced,3.12,8,88,80,90,24,7000
HOUSEHOLD_1_416,SUP011,Regional,4.0,8,80,80,84,37,5000
HOUSEHOLD_1_416,SUP005,Balanced,3.81,8,88,80,90,24,7000
HOUSEHOLD_1_416,SUP007,Cost,3.32,14,83,76,85,47,12000
HOUSEHOLD_1_416,SUP006,Cost,3.19,12,76,76,84,32,12000
HOUSEHOLD_1_235,SUP005,Balanced,3.93,8,88,80,90,24,7000
HOUSEHOLD_1_235,SUP003,Balanced,3.97,10,84,81,87,20,7000
HOUSEHOLD_1_235,SUP011,Regional,3.98,8,80,80,84,37,5000
HOUSEHOLD_1_235,SUP007,Cost,3.09,14,83,76,85,47,12000
FOODS_2_396,SUP004,Balanced,3.05,6,84,80,91,27,7000
FOODS_2_396,SUP005,Balanced,2.96,8,88,80,90,24,7000
FOODS_2_396,SUP007,Cost,2.5,14,83,76,85,47,12000
FOODS_2_396,SUP003,Balanced,3.15,10,84,81,87,20,7000
HOUSEHOLD_1_016,SUP003,Balanced,5.15,10,84,81,87,20,7000
HOUSEHOLD_1_016,SUP011,Regional,4.81,8,80,80,84,37,5000
HOUSEHOLD_1_016,SUP004,Balanced,5.18,6,84,80,91,27,7000
HOUSEHOLD_1_016,SUP006,Cost,4.44,12,76,76,84,32,12000
HOUSEHOLD_1_321,SUP007,Cost,2.39,14,83,76,85,47,12000
HOUSEHOLD_1_321,SUP003,Balanced,2.92,10,84,81,87,20,7000
HOUSEHOLD_1_321,SUP011,Regional,2.94,8,80,80,84,37,5000
HOUSEHOLD_1_321,SUP012,Regional,3.19,4,86,76,84,33,5000
HOUSEHOLD_1_459,SUP005,Balanced,1.01,8,88,80,90,24,7000
HOUSEHOLD_1_459,SUP012,Regional,1.08,4,86,76,84,33,5000
HOUSEHOLD_1_459,SUP006,Cost,0.85,12,76,76,84,32,12000
HOUSEHOLD_1_459,SUP003,Balanced,1.01,10,84,81,87,20,7000
FOODS_2_175,SUP012,Regional,2.67,4,86,76,84,33,5000
FOODS_2_175,SUP007,Cost,2.16,14,83,76,85,47,12000
FOODS_2_175,SUP011,Regional,2.62,8,80,80,84,37,5000
FOODS_2_175,SUP004,Balanced,2.49,6,84,80,91,27,7000
FOODS_2_047,SUP007,Cost,2.41,14,83,76,85,47,12000
FOODS_2_047,SUP003,Balanced,3.1,10,84,81,87,20,7000
FOODS_2_047,SUP006,Cost,2.6,12,76,76,84,32,12000
FOODS_2_047,SUP012,Regional,3.27,4,86,76,84,33,5000
HOUSEHOLD_1_082,SUP012,Regional,3.8,4,86,76,84,33,5000
HOUSEHOLD_1_082,SUP003,Balanced,3.55,10,84,81,87,20,7000
HOUSEHOLD_1_082,SUP011,Regional,3.53,8,80,80,84,37,5000
HOUSEHOLD_1_082,SUP007,Cost,2.9,14,83,76,85,47,12000
FOODS_1_050,SUP012,Regional,6.39,4,86,76,84,33,5000
FOODS_1_050,SUP005,Balanced,6.1,8,88,80,90,24,7000
FOODS_1_050,SUP006,Cost,5.23,12,76,76,84,32,12000
FOODS_1_050,SUP004,Balanced,6.14,6,84,80,91,27,7000
FOODS_1_088,SUP004,Balanced,5.22,6,84,80,91,27,7000
FOODS_1_088,SUP006,Cost,4.69,12,76,76,84,32,12000
FOODS_1_088,SUP007,Cost,4.16,14,83,76,85,47,12000
FOODS_1_088,SUP005,Balanced,5.32,8,88,80,90,24,7000
HOUSEHOLD_1_427,SUP004,Balanced,5.87,6,84,80,91,27,7000
HOUSEHOLD_1_427,SUP003,Balanced,5.89,10,84,81,87,20,7000
HOUSEHOLD_1_427,SUP011,Regional,5.84,8,80,80,84,37,5000
HOUSEHOLD_1_427,SUP005,Balanced,6.04,8,88,80,90,24,7000
HOUSEHOLD_1_058,SUP005,Balanced,6.61,8,88,80,90,24,7000
HOUSEHOLD_1_058,SUP012,Regional,7.31,4,86,76,84,33,5000
HOUSEHOLD_1_058,SUP011,Regional,6.41,8,80,80,84,37,5000
HOUSEHOLD_1_058,SUP007,Cost,5.37,14,83,76,85,47,12000
HOUSEHOLD_1_411,SUP004,Balanced,3.33,6,84,80,91,27,7000
HOUSEHOLD_1_411,SUP012,Regional,3.64,4,86,76,84,33,5000
HOUSEHOLD_1_411,SUP007,Cost,2.81,14,83,76,85,47,12000
HOUSEHOLD_1_411,SUP011,Regional,3.31,8,80,80,84,37,5000
HOUSEHOLD_1_285,SUP007,Cost,2.24,14,83,76,85,47,12000
HOUSEHOLD_1_285,SUP004,Balanced,2.64,6,84,80,91,27,7000
HOUSEHOLD_1_285,SUP003,Balanced,2.83,10,84,81,87,20,7000
HOUSEHOLD_1_285,SUP005,Balanced,2.88,8,88,80,90,24,7000
HOUSEHOLD_1_236,SUP006,Cost,2.06,12,76,76,84,32,12000
HOUSEHOLD_1_236,SUP012,Regional,2.56,4,86,76,84,33,5000
HOUSEHOLD_1_236,SUP011,Regional,2.53,8,80,80,84,37,5000
HOUSEHOLD_1_236,SUP004,Balanced,2.55,6,84,80,91,27,7000
HOUSEHOLD_1_351,SUP011,Regional,0.94,8,80,80,84,37,5000
HOUSEHOLD_1_351,SUP003,Balanced,0.99,10,84,81,87,20,7000
HOUSEHOLD_1_351,SUP005,Balanced,1.03,8,88,80,90,24,7000
HOUSEHOLD_1_351,SUP012,Regional,1.06,4,86,76,84,33,5000
