item_id,available_inventory,forecast_7d,forecast_30d,gap_7d,gap_30d,shortage_quantity,days_until_stockout,projected_stockout_date,inventory_risk_score,procurement_priority,procurement_alert,procurement_trigger,procurement_category,procurement_reason,recommended_po_qty,revenue_at_risk
HOUSEHOLD_1_045,50,12.9427,48.0542,-27.5073,7.604200000000006,8,31.2,2026-07-08,36.1,Low,NO,NO,Monitor,Forecast Shortage,8,20.66
HOUSEHOLD_1_129,32,9.700099999999999,39.7182,-16.884900000000002,13.133200000000002,13,24.2,2026-07-01,36.3,Low,NO,NO,Planned,Forecast Shortage,13,51.56
FOODS_2_388,41,14.034099999999999,51.5335,-17.274900000000002,20.2245,20,23.9,2026-06-30,44.8,Medium,NO,NO,Planned,Forecast Shortage,20,59.6
FOODS_2_153,39,22.654899999999998,90.80199999999999,-7.076100000000004,61.071,61,12.9,2026-06-19,56.1,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,61,180.56
HOUSEHOLD_1_416,32,10.2265,38.8848,-14.5685,14.089799999999997,14,24.7,2026-07-01,43.6,Medium,NO,NO,Planned,Forecast Shortage,14,53.64
HOUSEHOLD_1_235,27,9.9827,37.4269,-9.575299999999999,17.868900000000004,18,21.6,2026-06-28,48.3,Medium,NO,NO,Planned,Forecast Shortage,18,69.0
FOODS_2_396,54,15.6158,60.9406,-30.9652,14.3596,14,26.6,2026-07-03,32.6,Low,NO,NO,Planned,Forecast Shortage,14,41.72
HOUSEHOLD_1_016,18,10.5994,36.3608,-0.5606000000000009,25.2008,25,14.9,2026-06-21,64.4,High,NO,YES,Planned,Forecast Shortage,25,122.0
HOUSEHOLD_1_321,35,11.135200000000001,44.6786,-15.858799999999999,17.684600000000003,18,23.5,2026-06-30,45.3,Medium,NO,NO,Planned,Forecast Shortage,18,53.46
HOUSEHOLD_1_459,36,33.4937,129.6689,18.564700000000002,114.7399,115,8.3,2026-06-15,58.7,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,115,112.36
FOODS_2_175,47,16.0254,58.5124,-20.565599999999996,21.921400000000006,22,24.1,2026-07-01,44.3,Medium,NO,NO,Planned,Forecast Shortage,22,54.56
FOODS_2_047,28,15.1209,60.9589,-5.607099999999999,40.230900000000005,40,13.8,2026-06-20,49.4,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,40,118.4
HOUSEHOLD_1_082,29,8.4053,35.173,-13.6357,13.132000000000005,13,24.7,2026-07-01,43.9,Medium,NO,NO,Planned,Forecast Shortage,13,45.24
FOODS_1_050,7,7.0403,27.9234,5.5013000000000005,26.3844,26,7.5,2026-06-14,73.6,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,26,155.48
FOODS_1_088,18,20.017,77.0355,15.908000000000001,72.9265,73,7.0,2026-06-14,75.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,73,380.53
HOUSEHOLD_1_427,3,2.2292,14.4357,5.574199999999999,17.7807,18,6.2,2026-06-13,77.6,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,18,107.28
HOUSEHOLD_1_058,12,5.9202,21.6494,-1.2277999999999984,14.5014,15,16.6,2026-06-23,64.1,High,NO,YES,Planned,Forecast Shortage,15,97.2
HOUSEHOLD_1_411,20,12.9854,51.0353,-0.3965999999999994,37.6533,38,11.8,2026-06-18,52.7,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,38,124.64
HOUSEHOLD_1_285,46,11.8762,47.9878,-26.799799999999998,9.311799999999998,9,28.8,2026-07-05,30.9,Low,NO,NO,Planned,Forecast Shortage,9,24.57
HOUSEHOLD_1_236,63,12.857,50.8489,-41.77,-3.778100000000002,0,37.2,2026-07-14,23.5,Low,NO,NO,Monitor,Inventory Healthy,0,0.0
HOUSEHOLD_1_351,80,33.887299999999996,146.9778,-29.23870000000001,83.8518,84,16.3,2026-06-23,46.2,Medium,NO,YES,Planned,Forecast Shortage,84,82.07
HOUSEHOLD_1_506,26,7.4823,28.8175,-11.980699999999999,9.354500000000002,9,27.1,2026-07-04,41.6,Medium,NO,NO,Planned,Forecast Shortage,9,34.48
HOUSEHOLD_1_243,57,17.7272,69.2666,-31.2818,20.257599999999996,20,24.7,2026-07-01,34.9,Low,NO,NO,Planned,Forecast Shortage,20,39.4
HOUSEHOLD_1_188,30,8.1161,30.3612,-16.2879,5.9572,6,29.6,2026-07-06,37.2,Low,NO,NO,Planned,Forecast Shortage,6,23.88
FOODS_2_374,72,17.1103,67.4363,-45.4087,4.917299999999997,5,32.0,2026-07-09,26.4,Low,NO,NO,Monitor,Forecast Shortage,5,10.0
HOUSEHOLD_1_383,29,11.4027,46.1382,-11.4133,23.322199999999995,23,18.9,2026-06-25,49.1,Medium,NO,YES,Planned,Forecast Shortage,23,80.04
FOODS_1_219,52,20.0182,77.27289999999999,-20.8998,36.35489999999999,36,20.2,2026-06-27,48.0,Medium,NO,YES,Planned,Forecast Shortage,36,80.64
HOUSEHOLD_1_203,23,3.9392,17.7263,-13.6568,0.1302999999999983,0,38.9,2026-07-15,29.6,Low,NO,NO,Monitor,Forecast Shortage,0,0.0
HOUSEHOLD_1_254,75,53.4444,225.0498,0.7454000000000036,172.3508,172,10.0,2026-06-17,60.0,High,NO,YES,Urgent,Forecast Shortage; Impending Stockout,172,167.35
FOODS_2_212,19,10.038499999999999,35.0134,-2.4415000000000013,22.5334,23,16.3,2026-06-23,63.2,High,NO,YES,Planned,Forecast Shortage,23,109.67
HOUSEHOLD_1_151,124,43.3789,175.2689,-63.3591,68.5309,69,21.2,2026-06-28,39.2,Low,NO,NO,Planned,Forecast Shortage,69,63.7
FOODS_2_119,35,16.7906,59.5963,-10.0094,32.7963,33,17.6,2026-06-24,51.3,Medium,NO,YES,Planned,Forecast Shortage,33,88.74
FOODS_2_204,139,34.9888,144.9058,-83.4912,26.42580000000001,26,28.8,2026-07-05,30.7,Low,NO,NO,Planned,Forecast Shortage,26,26.0
HOUSEHOLD_1_153,72,16.606,66.3244,-47.076,2.642399999999995,3,32.6,2026-07-09,25.3,Low,NO,NO,Monitor,Forecast Shortage,3,5.91
FOODS_1_154,47,18.8617,82.796,-11.5443,52.390000000000015,52,17.0,2026-06-24,54.4,Medium,NO,YES,Planned,Forecast Shortage,52,77.88
HOUSEHOLD_1_202,60,16.4984,66.1602,-35.5556,14.106200000000001,14,27.2,2026-07-04,31.8,Low,NO,NO,Planned,Forecast Shortage,14,27.72
HOUSEHOLD_1_477,6,2.4975,10.1273,0.0034999999999998366,7.6333,8,17.8,2026-06-24,66.5,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,8,107.84
HOUSEHOLD_1_186,29,13.6724,52.6703,-6.273600000000002,32.7243,33,16.5,2026-06-23,62.2,High,NO,YES,Planned,Forecast Shortage,33,104.02
HOUSEHOLD_1_303,50,26.7789,128.5859,-3.4180999999999955,98.3889,98,11.7,2026-06-18,53.8,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,98,95.25
HOUSEHOLD_1_521,29,35.5407,152.1914,26.408699999999996,143.05939999999998,143,5.7,2026-06-12,60.9,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,143,138.99
HOUSEHOLD_1_225,77,16.8585,67.5971,-52.0175,-1.2789000000000073,0,34.2,2026-07-11,23.5,Low,NO,NO,Monitor,Inventory Healthy,0,0.0
FOODS_1_045,24,18.0163,67.3461,6.537300000000002,55.86710000000001,56,10.7,2026-06-17,62.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,56,99.68
FOODS_2_152,37,12.1423,49.2825,-16.3737,20.7665,21,22.5,2026-06-29,46.2,Medium,NO,NO,Planned,Forecast Shortage,21,50.82
FOODS_2_357,53,17.9581,73.91460000000001,-26.1329,29.823600000000013,30,21.5,2026-06-28,39.5,Low,NO,NO,Planned,Forecast Shortage,30,60.0
FOODS_1_137,44,14.2589,54.1166,-14.3811,25.47659999999999,25,24.4,2026-07-01,55.7,Medium,NO,NO,Planned,Forecast Shortage,25,49.91
FOODS_2_063,34,13.572,53.1726,-12.103000000000002,27.497600000000006,27,19.2,2026-06-26,49.5,Medium,NO,YES,Planned,Forecast Shortage,27,79.92
HOUSEHOLD_1_505,44,13.3539,51.9883,-22.7531,15.881300000000003,16,25.4,2026-07-02,35.6,Low,NO,NO,Planned,Forecast Shortage,16,39.55
HOUSEHOLD_1_339,106,39.2784,162.043,-49.03660000000001,73.72800000000001,74,19.6,2026-06-26,41.7,Medium,NO,YES,Planned,Forecast Shortage,74,72.3
FOODS_1_163,87,6.850899999999999,29.4169,-53.8801,-31.314100000000003,0,88.7,2026-09-03,37.5,Low,NO,NO,Monitor,Inventory Healthy,0,0.0
FOODS_2_311,23,12.506499999999999,39.2472,-1.7525000000000013,24.9882,25,17.6,2026-06-24,62.4,High,NO,YES,Planned,Forecast Shortage,25,74.0
HOUSEHOLD_1_262,68,40.9209,161.9639,-12.077099999999994,108.9659,109,12.6,2026-06-19,50.3,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,109,105.73
FOODS_1_207,9,10.9297,43.8609,8.6207,41.5519,42,6.2,2026-06-13,67.0,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,42,139.44
FOODS_1_206,49,17.7286,68.1599,-20.4714,29.95989999999999,30,21.6,2026-06-28,46.9,Medium,NO,NO,Planned,Forecast Shortage,30,63.63
FOODS_2_247,44,15.2696,61.3873,-18.8374,27.28030000000001,27,21.5,2026-06-28,46.9,Medium,NO,NO,Planned,Forecast Shortage,27,60.75
FOODS_2_285,10,12.5769,50.601,9.399900000000002,47.424,47,5.9,2026-06-12,74.0,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,47,187.06
HOUSEHOLD_1_223,9,5.1145,16.8862,-0.10650000000000048,11.665199999999999,12,16.0,2026-06-23,64.5,High,NO,YES,Planned,Forecast Shortage,12,113.64
HOUSEHOLD_1_438,5,3.2791,15.0723,1.9441000000000006,13.737300000000001,14,10.0,2026-06-17,72.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,14,104.41
HOUSEHOLD_1_196,47,12.3881,49.9515,-23.277900000000002,14.285499999999999,14,28.2,2026-07-05,40.5,Medium,NO,NO,Planned,Forecast Shortage,14,27.58
HOUSEHOLD_1_385,61,13.099499999999999,49.3034,-39.9785,-3.7745999999999995,0,37.1,2026-07-14,23.5,Low,NO,NO,Monitor,Inventory Healthy,0,0.0
HOUSEHOLD_1_109,25,8.9042,33.266799999999996,-10.930800000000001,13.431799999999996,13,22.5,2026-06-29,44.7,Medium,NO,NO,Planned,Forecast Shortage,13,51.24
FOODS_2_309,38,14.1731,51.7986,-16.2299,21.3956,21,22.0,2026-06-29,45.5,Medium,NO,NO,Planned,Forecast Shortage,21,56.47
FOODS_2_109,34,11.229099999999999,44.0199,-16.2849,16.505899999999997,17,23.2,2026-06-30,44.6,Medium,NO,NO,Planned,Forecast Shortage,17,50.66
FOODS_1_040,34,14.515699999999999,54.2925,-7.642299999999999,32.1345,32,18.8,2026-06-25,52.7,Medium,NO,YES,Planned,Forecast Shortage,32,56.96
HOUSEHOLD_1_359,10,7.3719,26.2114,1.9459,20.785400000000003,21,11.4,2026-06-18,68.5,High,NO,YES,Urgent,Forecast Shortage; Impending Stockout,21,144.68
HOUSEHOLD_1_327,112,33.6954,148.7668,-60.373599999999996,54.6978,55,22.6,2026-06-29,38.2,Low,NO,NO,Planned,Forecast Shortage,55,53.46
FOODS_1_153,12,16.7417,67.9978,13.861699999999999,65.1178,65,5.3,2026-06-12,61.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,65,127.33
HOUSEHOLD_1_346,21,6.8297,25.7383,-8.2803,10.6283,11,24.5,2026-07-01,46.0,Medium,NO,NO,Planned,Forecast Shortage,11,43.37
FOODS_2_128,85,57.9418,232.69400000000002,0.8778000000000077,175.63,176,11.0,2026-06-18,67.7,High,NO,YES,Urgent,Forecast Shortage; Impending Stockout,176,164.56
FOODS_2_126,15,5.6106,21.318,-3.8704,11.837000000000003,12,21.1,2026-06-28,59.1,Medium,NO,NO,Planned,Forecast Shortage,12,57.22
FOODS_1_130,44,16.7222,67.1305,-18.2538,32.1545,32,19.7,2026-06-26,42.3,Medium,NO,YES,Planned,Forecast Shortage,32,56.96
HOUSEHOLD_1_414,99,39.0149,165.3045,-39.4701,86.8195,87,18.0,2026-06-25,50.5,Medium,NO,YES,Planned,Forecast Shortage,87,84.56
FOODS_1_061,12,12.7694,52.0614,8.7244,48.0164,48,6.9,2026-06-13,65.7,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,48,107.52
HOUSEHOLD_1_047,21,6.4961,24.2383,-9.4219,8.3203,8,26.0,2026-07-03,42.2,Medium,NO,NO,Planned,Forecast Shortage,8,33.31
FOODS_2_326,62,44.1898,182.1438,1.4688000000000017,139.4228,139,10.2,2026-06-17,59.9,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,139,139.0
HOUSEHOLD_1_205,7,5.2964,19.6953,2.6034000000000006,17.002299999999998,17,10.7,2026-06-17,70.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,17,101.05
FOODS_2_232,26,10.4979,41.7764,-5.6951,25.583400000000005,26,18.7,2026-06-25,61.9,High,NO,YES,Planned,Forecast Shortage,26,66.56
FOODS_1_115,21,4.858,18.7996,-9.322,4.619600000000002,5,33.5,2026-07-10,47.7,Medium,NO,NO,Monitor,Forecast Shortage,5,17.9
HOUSEHOLD_1_540,55,17.8274,68.9825,-29.8756,21.2795,21,23.9,2026-06-30,35.5,Low,NO,NO,Planned,Forecast Shortage,21,35.76
FOODS_1_166,32,14.4832,54.5066,-7.939799999999998,32.083600000000004,32,17.6,2026-06-24,52.6,Medium,NO,YES,Planned,Forecast Shortage,32,71.68
HOUSEHOLD_1_132,22,9.9968,40.2842,-1.9521999999999977,28.3352,28,16.4,2026-06-23,56.7,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,28,55.16
FOODS_1_074,33,11.8141,45.1316,-12.2649,21.052599999999998,21,21.9,2026-06-28,47.8,Medium,NO,NO,Planned,Forecast Shortage,21,47.04
HOUSEHOLD_1_122,14,10.185599999999999,39.3731,2.5885999999999996,31.7761,32,10.7,2026-06-17,55.2,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,32,72.32
HOUSEHOLD_1_173,38,26.0783,105.2998,5.723299999999995,84.9448,85,10.8,2026-06-17,61.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,85,82.45
HOUSEHOLD_1_443,40,12.1851,46.7772,-20.6839,13.9082,14,25.7,2026-07-02,41.3,Medium,NO,NO,Planned,Forecast Shortage,14,34.27
FOODS_2_081,24,17.7181,66.6978,2.379100000000001,51.3588,51,10.8,2026-06-17,67.7,High,NO,YES,Urgent,Forecast Shortage; Impending Stockout,51,126.19
HOUSEHOLD_1_094,5,9.7737,34.5473,11.654699999999998,36.4283,36,4.3,2026-06-11,77.6,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,36,125.28
FOODS_2_004,5,7.4638,27.9441,8.203800000000001,28.6841,29,5.4,2026-06-12,77.6,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,29,112.99
HOUSEHOLD_1_478,30,9.8642,39.744,-13.0368,16.843000000000004,17,22.6,2026-06-29,46.2,Medium,NO,NO,Planned,Forecast Shortage,17,45.39
HOUSEHOLD_1_019,46,11.7378,54.257,-20.0702,22.448999999999998,22,25.4,2026-07-02,39.4,Low,NO,NO,Planned,Forecast Shortage,22,21.49
FOODS_1_036,14,15.1626,58.8084,11.442599999999999,55.08839999999999,55,7.1,2026-06-14,66.3,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,55,97.9
FOODS_2_376,14,9.7448,36.5365,5.565799999999999,32.357499999999995,32,11.5,2026-06-18,63.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,32,62.53
HOUSEHOLD_1_261,6,4.922,17.9395,2.6769999999999996,15.694499999999998,16,10.0,2026-06-17,71.4,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,95.52
FOODS_1_082,83,51.832,221.37890000000002,-11.078000000000003,158.46890000000002,158,11.2,2026-06-18,58.0,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,158,154.84
FOODS_1_181,67,26.244799999999998,112.7598,-28.407200000000003,58.1078,58,17.8,2026-06-24,49.9,Medium,NO,YES,Planned,Forecast Shortage,58,78.59
HOUSEHOLD_1_482,17,12.615499999999999,44.4223,1.8344999999999985,33.6413,34,11.5,2026-06-18,59.5,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,34,105.02
HOUSEHOLD_1_389,71,25.6696,108.6922,-25.936400000000006,57.08619999999999,57,19.6,2026-06-26,50.3,Medium,NO,YES,Planned,Forecast Shortage,57,55.4
HOUSEHOLD_1_275,13,14.507200000000001,52.4596,7.330200000000001,45.2826,45,7.4,2026-06-14,63.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,45,133.65
HOUSEHOLD_1_112,16,8.7569,32.6201,-1.222100000000001,22.6411,23,14.7,2026-06-21,56.9,Medium,NO,YES,Planned,Forecast Shortage,23,68.31
HOUSEHOLD_1_448,103,30.318,144.5325,-57.233999999999995,56.980500000000006,57,21.4,2026-06-28,39.2,Low,NO,NO,Planned,Forecast Shortage,57,55.69
HOUSEHOLD_1_516,50,11.690000000000001,47.4121,-31.276999999999997,4.445100000000004,4,31.6,2026-07-08,26.8,Low,NO,NO,Monitor,Forecast Shortage,4,7.77
HOUSEHOLD_1_348,34,14.723600000000001,53.4114,-10.537399999999998,28.150400000000005,28,19.1,2026-06-26,50.1,Medium,NO,YES,Planned,Forecast Shortage,28,53.34
FOODS_1_042,79,25.3938,112.664,-35.2722,51.99799999999999,52,21.0,2026-06-28,47.8,Medium,NO,NO,Planned,Forecast Shortage,52,50.96
FOODS_2_075,10,16.139,63.1958,15.459,62.5158,63,4.7,2026-06-11,76.9,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,63,149.94
FOODS_1_054,34,17.3185,64.1445,-8.703499999999998,38.12249999999999,38,15.9,2026-06-22,52.9,Medium,NO,YES,Planned,Forecast Shortage,38,74.44
HOUSEHOLD_1_179,40,21.3686,80.9112,-2.078400000000002,57.46419999999999,57,14.8,2026-06-21,57.4,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,57,55.4
FOODS_1_064,17,5.5504999999999995,24.0331,-4.7285,13.754100000000001,14,21.2,2026-06-28,51.9,Medium,NO,NO,Planned,Forecast Shortage,14,37.52
HOUSEHOLD_1_445,21,16.0513,66.5703,3.7912999999999997,54.3103,54,9.5,2026-06-16,61.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,54,106.38
HOUSEHOLD_1_380,9,4.7738,18.1099,0.2867999999999995,13.622900000000001,14,14.9,2026-06-21,66.9,High,YES,YES,Planned,Forecast Shortage; Below Reorder Point,14,63.98
FOODS_1_006,35,13.574,51.3411,-13.628,24.1391,24,20.5,2026-06-27,47.9,Medium,NO,YES,Planned,Forecast Shortage,24,54.83
FOODS_2_170,19,11.0017,40.4495,-0.9063000000000017,28.5415,29,14.1,2026-06-21,65.6,High,NO,YES,Planned,Forecast Shortage,29,94.35
FOODS_2_145,8,11.5844,41.2845,12.3234,42.0235,42,5.8,2026-06-12,77.3,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,42,98.47
FOODS_2_061,23,12.8586,53.459,-1.3994,39.20100000000001,39,12.9,2026-06-19,58.2,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,39,78.0
HOUSEHOLD_1_283,69,17.7744,65.9522,-42.4286,5.749200000000002,6,31.4,2026-07-08,27.1,Low,NO,NO,Monitor,Forecast Shortage,6,8.88
HOUSEHOLD_1_175,8,9.9843,40.6542,7.8093,38.479200000000006,38,5.9,2026-06-12,74.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,38,185.44
FOODS_2_267,33,15.0362,59.7813,-8.110800000000001,36.634299999999996,37,16.6,2026-06-23,61.9,High,NO,YES,Planned,Forecast Shortage,37,72.49
HOUSEHOLD_1_124,15,5.9662,21.8224,-2.6118000000000006,13.244399999999999,13,20.6,2026-06-27,60.4,High,NO,YES,Planned,Forecast Shortage,13,51.74
FOODS_2_024,6,9.8471,38.6528,11.667099999999998,40.4728,40,4.7,2026-06-11,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,40,100.0
FOODS_2_327,11,15.1873,56.7185,13.7423,55.2735,55,5.8,2026-06-12,68.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,55,109.91
FOODS_1_083,5,13.2549,50.6116,17.0109,54.3676,54,3.0,2026-06-10,62.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,54,107.8
FOODS_1_112,17,12.1901,47.775,5.027099999999997,40.611999999999995,41,10.7,2026-06-17,63.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,41,81.18
HOUSEHOLD_1_319,31,12.9616,49.605000000000004,-11.404399999999999,25.239000000000004,25,18.7,2026-06-25,35.8,Low,NO,YES,Planned,Forecast Shortage,25,48.58
FOODS_2_192,5,14.6676,56.2672,18.3976,59.99720000000001,60,2.7,2026-06-09,62.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,60,117.43
HOUSEHOLD_1_007,36,14.7669,57.1801,-12.5531,29.860100000000003,30,18.9,2026-06-25,36.6,Low,NO,YES,Planned,Forecast Shortage,30,44.4
FOODS_2_116,8,8.9507,35.7649,10.1617,36.975899999999996,37,6.7,2026-06-13,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,37,72.3
HOUSEHOLD_1_404,9,7.7114,27.3222,4.778400000000001,24.389200000000002,24,9.9,2026-06-16,56.0,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,24,61.99
HOUSEHOLD_1_426,3,7.0131,28.1931,10.9871,32.167100000000005,32,3.2,2026-06-10,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,32,81.61
HOUSEHOLD_1_004,11,13.7171,50.7666,11.0761,48.1256,48,6.5,2026-06-13,67.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,48,113.35
HOUSEHOLD_1_278,2,3.1083,12.6802,4.5243,14.0962,14,4.7,2026-06-11,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,14,83.58
HOUSEHOLD_1_277,36,5.4424,22.5585,-15.607600000000001,1.508499999999998,2,47.9,2026-07-24,25.4,Low,YES,NO,Monitor,Forecast Shortage; Below Reorder Point,2,1.95
HOUSEHOLD_1_350,3,9.897499999999999,37.4811,12.8205,40.4041,40,2.4,2026-06-09,62.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,40,109.6
FOODS_2_053,5,3.9516999999999998,13.7677,2.0366999999999997,11.852699999999999,12,10.9,2026-06-17,62.7,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,12,87.31
FOODS_1_201,11,14.1138,47.9678,10.838799999999999,44.6928,45,6.9,2026-06-13,66.8,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,45,100.8
FOODS_2_391,15,11.5147,42.6606,4.791699999999999,35.9376,36,10.5,2026-06-17,55.0,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,36,73.13
HOUSEHOLD_1_028,14,8.5725,31.9192,0.32949999999999946,23.6762,24,13.2,2026-06-20,51.2,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,24,68.73
HOUSEHOLD_1_234,50,21.961,82.41629999999999,-15.594000000000001,44.8613,45,18.2,2026-06-25,37.6,Low,NO,YES,Planned,Forecast Shortage,45,43.65
HOUSEHOLD_1_458,5,26.6674,90.0963,28.306400000000004,91.7353,92,1.7,2026-06-08,62.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,92,226.25
HOUSEHOLD_1_479,4,2.8717,12.1784,1.7706999999999997,11.0774,11,9.9,2026-06-16,63.5,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,11,82.97
HOUSEHOLD_1_232,7,5.445,18.9376,2.702,16.1946,16,11.1,2026-06-18,62.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,16,66.61
HOUSEHOLD_1_439,35,18.4208,67.0382,-1.4502000000000024,47.16720000000001,47,15.7,2026-06-22,49.7,Medium,YES,YES,Planned,Forecast Shortage; Below Reorder Point,47,45.68
HOUSEHOLD_1_397,11,10.1542,41.1597,6.1602,37.1657,37,8.0,2026-06-15,65.2,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,37,102.54
HOUSEHOLD_1_425,15,14.8141,55.4142,6.519100000000002,47.1192,47,8.1,2026-06-15,55.4,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,47,92.59
HOUSEHOLD_1_198,31,22.801199999999998,83.9533,4.727199999999996,65.8793,66,11.1,2026-06-18,53.1,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,66,64.22
FOODS_2_399,18,13.0155,45.4539,2.4465000000000003,34.884899999999995,35,11.9,2026-06-18,52.2,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,35,71.1
FOODS_1_037,9,9.4374,32.4646,7.1584,30.185599999999994,30,8.3,2026-06-15,66.0,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,30,102.81
FOODS_1_139,50,27.9068,110.701,-10.4452,72.34899999999999,72,13.6,2026-06-20,41.8,Medium,NO,YES,Urgent,Forecast Shortage; Impending Stockout,72,70.56
HOUSEHOLD_1_508,1,3.7407,12.9968,7.1287,16.3848,16,2.3,2026-06-09,70.2,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,16,78.08
FOODS_1_044,11,9.8753,33.6575,5.738299999999999,29.5205,30,9.8,2026-06-16,64.8,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,30,87.73
FOODS_2_021,30,44.1947,169.2985,33.5817,158.6855,159,5.3,2026-06-12,67.4,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,159,148.67
FOODS_1_120,3,10.3433,40.5203,15.400300000000001,45.5773,46,2.2,2026-06-09,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,46,89.21
FOODS_2_051,12,11.3144,42.6401,6.443399999999997,37.769099999999995,38,8.4,2026-06-15,64.9,High,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,38,95.0
FOODS_2_138,4,14.1086,50.9292,18.4436,55.2642,55,2.4,2026-06-09,70.1,High,YES,YES,Emergency,Forecast Shortage; Below Reorder Point; Impending Stockout,55,105.16
HOUSEHOLD_1_522,12,7.8263,29.5484,3.7833000000000006,25.5054,26,12.2,2026-06-19,56.1,Medium,YES,YES,Urgent,Forecast Shortage; Below Reorder Point; Impending Stockout,26,46.71
