date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2015-05-26,11517,Tuesday,4,5,2015,d_1579,,,,,0,0,0
2015-05-27,11517,Wednesday,5,5,2015,d_1580,,,,,0,0,0
2015-05-28,11517,Thursday,6,5,2015,d_1581,,,,,0,0,0
2015-05-29,11517,Friday,7,5,2015,d_1582,,,,,0,0,0
2015-05-30,11518,Saturday,1,5,2015,d_1583,,,,,0,0,0
2015-05-31,11518,Sunday,2,5,2015,d_1584,,,,,0,0,0
2015-06-01,11518,Monday,3,6,2015,d_1585,,,,,1,1,0
2015-06-02,11518,Tuesday,4,6,2015,d_1586,,,,,1,0,1
2015-06-03,11518,Wednesday,5,6,2015,d_1587,,,,,1,1,1
2015-06-04,11518,Thursday,6,6,2015,d_1588,NBAFinalsStart,Sporting,,,1,0,0
2015-06-05,11518,Friday,7,6,2015,d_1589,,,,,1,1,1
2015-06-06,11519,Saturday,1,6,2015,d_1590,,,,,1,1,1
2015-06-07,11519,Sunday,2,6,2015,d_1591,,,,,1,1,0
2015-06-08,11519,Monday,3,6,2015,d_1592,,,,,1,0,1
2015-06-09,11519,Tuesday,4,6,2015,d_1593,,,,,1,1,1
2015-06-10,11519,Wednesday,5,6,2015,d_1594,,,,,1,0,0
2015-06-11,11519,Thursday,6,6,2015,d_1595,,,,,0,1,1
2015-06-12,11519,Friday,7,6,2015,d_1596,,,,,0,1,1
2015-06-13,11520,Saturday,1,6,2015,d_1597,,,,,0,1,0
2015-06-14,11520,Sunday,2,6,2015,d_1598,,,,,0,0,1
2015-06-15,11520,Monday,3,6,2015,d_1599,,,,,0,1,1
2015-06-16,11520,Tuesday,4,6,2015,d_1600,NBAFinalsEnd,Sporting,,,0,0,0
2015-06-17,11520,Wednesday,5,6,2015,d_1601,,,,,0,0,0
2015-06-18,11520,Thursday,6,6,2015,d_1602,Ramadan starts,Religious,,,0,0,0
2015-06-19,11520,Friday,7,6,2015,d_1603,,,,,0,0,0
2015-06-20,11521,Saturday,1,6,2015,d_1604,,,,,0,0,0
2015-06-21,11521,Sunday,2,6,2015,d_1605,Father's day,Cultural,,,0,0,0
2015-06-22,11521,Monday,3,6,2015,d_1606,,,,,0,0,0
2015-06-23,11521,Tuesday,4,6,2015,d_1607,,,,,0,0,0
2015-06-24,11521,Wednesday,5,6,2015,d_1608,,,,,0,0,0
2015-06-25,11521,Thursday,6,6,2015,d_1609,,,,,0,0,0
2015-06-26,11521,Friday,7,6,2015,d_1610,,,,,0,0,0
2015-06-27,11522,Saturday,1,6,2015,d_1611,,,,,0,0,0
2015-06-28,11522,Sunday,2,6,2015,d_1612,,,,,0,0,0
2015-06-29,11522,Monday,3,6,2015,d_1613,,,,,0,0,0
2015-06-30,11522,Tuesday,4,6,2015,d_1614,,,,,0,0,0
2015-07-01,11522,Wednesday,5,7,2015,d_1615,,,,,1,1,0
2015-07-02,11522,Thursday,6,7,2015,d_1616,,,,,1,0,1
2015-07-03,11522,Friday,7,7,2015,d_1617,,,,,1,1,1
2015-07-04,11523,Saturday,1,7,2015,d_1618,IndependenceDay,National,,,1,0,0
2015-07-05,11523,Sunday,2,7,2015,d_1619,,,,,1,1,1
2015-07-06,11523,Monday,3,7,2015,d_1620,,,,,1,1,1
2015-07-07,11523,Tuesday,4,7,2015,d_1621,,,,,1,1,0
2015-07-08,11523,Wednesday,5,7,2015,d_1622,,,,,1,0,1
2015-07-09,11523,Thursday,6,7,2015,d_1623,,,,,1,1,1
2015-07-10,11523,Friday,7,7,2015,d_1624,,,,,1,0,0
2015-07-11,11524,Saturday,1,7,2015,d_1625,,,,,0,1,1
2015-07-12,11524,Sunday,2,7,2015,d_1626,,,,,0,1,1
2015-07-13,11524,Monday,3,7,2015,d_1627,,,,,0,1,0
2015-07-14,11524,Tuesday,4,7,2015,d_1628,,,,,0,0,1
2015-07-15,11524,Wednesday,5,7,2015,d_1629,,,,,0,1,1
2015-07-16,11524,Thursday,6,7,2015,d_1630,,,,,0,0,0
2015-07-17,11524,Friday,7,7,2015,d_1631,,,,,0,0,0
2015-07-18,11525,Saturday,1,7,2015,d_1632,Eid al-Fitr,Religious,,,0,0,0
2015-07-19,11525,Sunday,2,7,2015,d_1633,,,,,0,0,0
2015-07-20,11525,Monday,3,7,2015,d_1634,,,,,0,0,0
2015-07-21,11525,Tuesday,4,7,2015,d_1635,,,,,0,0,0
2015-07-22,11525,Wednesday,5,7,2015,d_1636,,,,,0,0,0
2015-07-23,11525,Thursday,6,7,2015,d_1637,,,,,0,0,0
2015-07-24,11525,Friday,7,7,2015,d_1638,,,,,0,0,0
2015-07-25,11526,Saturday,1,7,2015,d_1639,,,,,0,0,0
2015-07-26,11526,Sunday,2,7,2015,d_1640,,,,,0,0,0
2015-07-27,11526,Monday,3,7,2015,d_1641,,,,,0,0,0
2015-07-28,11526,Tuesday,4,7,2015,d_1642,,,,,0,0,0
2015-07-29,11526,Wednesday,5,7,2015,d_1643,,,,,0,0,0
2015-07-30,11526,Thursday,6,7,2015,d_1644,,,,,0,0,0
2015-07-31,11526,Friday,7,7,2015,d_1645,,,,,0,0,0
2015-08-01,11527,Saturday,1,8,2015,d_1646,,,,,1,1,0
2015-08-02,11527,Sunday,2,8,2015,d_1647,,,,,1,0,1
2015-08-03,11527,Monday,3,8,2015,d_1648,,,,,1,1,1
2015-08-04,11527,Tuesday,4,8,2015,d_1649,,,,,1,0,0
2015-08-05,11527,Wednesday,5,8,2015,d_1650,,,,,1,1,1
2015-08-06,11527,Thursday,6,8,2015,d_1651,,,,,1,1,1
2015-08-07,11527,Friday,7,8,2015,d_1652,,,,,1,1,0
2015-08-08,11528,Saturday,1,8,2015,d_1653,,,,,1,0,1
2015-08-09,11528,Sunday,2,8,2015,d_1654,,,,,1,1,1
2015-08-10,11528,Monday,3,8,2015,d_1655,,,,,1,0,0
2015-08-11,11528,Tuesday,4,8,2015,d_1656,,,,,0,1,1
2015-08-12,11528,Wednesday,5,8,2015,d_1657,,,,,0,1,1
2015-08-13,11528,Thursday,6,8,2015,d_1658,,,,,0,1,0
2015-08-14,11528,Friday,7,8,2015,d_1659,,,,,0,0,1
2015-08-15,11529,Saturday,1,8,2015,d_1660,,,,,0,1,1
2015-08-16,11529,Sunday,2,8,2015,d_1661,,,,,0,0,0
2015-08-17,11529,Monday,3,8,2015,d_1662,,,,,0,0,0
2015-08-18,11529,Tuesday,4,8,2015,d_1663,,,,,0,0,0
2015-08-19,11529,Wednesday,5,8,2015,d_1664,,,,,0,0,0
2015-08-20,11529,Thursday,6,8,2015,d_1665,,,,,0,0,0
2015-08-21,11529,Friday,7,8,2015,d_1666,,,,,0,0,0
2015-08-22,11530,Saturday,1,8,2015,d_1667,,,,,0,0,0
2015-08-23,11530,Sunday,2,8,2015,d_1668,,,,,0,0,0
2015-08-24,11530,Monday,3,8,2015,d_1669,,,,,0,0,0
2015-08-25,11530,Tuesday,4,8,2015,d_1670,,,,,0,0,0
2015-08-26,11530,Wednesday,5,8,2015,d_1671,,,,,0,0,0
2015-08-27,11530,Thursday,6,8,2015,d_1672,,,,,0,0,0
2015-08-28,11530,Friday,7,8,2015,d_1673,,,,,0,0,0
2015-08-29,11531,Saturday,1,8,2015,d_1674,,,,,0,0,0
2015-08-30,11531,Sunday,2,8,2015,d_1675,,,,,0,0,0
2015-08-31,11531,Monday,3,8,2015,d_1676,,,,,0,0,0
2015-09-01,11531,Tuesday,4,9,2015,d_1677,,,,,1,1,0
2015-09-02,11531,Wednesday,5,9,2015,d_1678,,,,,1,0,1
2015-09-03,11531,Thursday,6,9,2015,d_1679,,,,,1,1,1
2015-09-04,11531,Friday,7,9,2015,d_1680,,,,,1,0,0
2015-09-05,11532,Saturday,1,9,2015,d_1681,,,,,1,1,1
2015-09-06,11532,Sunday,2,9,2015,d_1682,,,,,1,1,1
2015-09-07,11532,Monday,3,9,2015,d_1683,LaborDay,National,,,1,1,0
2015-09-08,11532,Tuesday,4,9,2015,d_1684,,,,,1,0,1
2015-09-09,11532,Wednesday,5,9,2015,d_1685,,,,,1,1,1
2015-09-10,11532,Thursday,6,9,2015,d_1686,,,,,1,0,0
2015-09-11,11532,Friday,7,9,2015,d_1687,,,,,0,1,1
2015-09-12,11533,Saturday,1,9,2015,d_1688,,,,,0,1,1
2015-09-13,11533,Sunday,2,9,2015,d_1689,,,,,0,1,0
2015-09-14,11533,Monday,3,9,2015,d_1690,,,,,0,0,1
2015-09-15,11533,Tuesday,4,9,2015,d_1691,,,,,0,1,1
2015-09-16,11533,Wednesday,5,9,2015,d_1692,,,,,0,0,0
2015-09-17,11533,Thursday,6,9,2015,d_1693,,,,,0,0,0
2015-09-18,11533,Friday,7,9,2015,d_1694,,,,,0,0,0
2015-09-19,11534,Saturday,1,9,2015,d_1695,,,,,0,0,0
2015-09-20,11534,Sunday,2,9,2015,d_1696,,,,,0,0,0
2015-09-21,11534,Monday,3,9,2015,d_1697,,,,,0,0,0
2015-09-22,11534,Tuesday,4,9,2015,d_1698,,,,,0,0,0
2015-09-23,11534,Wednesday,5,9,2015,d_1699,,,,,0,0,0
2015-09-24,11534,Thursday,6,9,2015,d_1700,EidAlAdha,Religious,,,0,0,0
2015-09-25,11534,Friday,7,9,2015,d_1701,,,,,0,0,0
2015-09-26,11535,Saturday,1,9,2015,d_1702,,,,,0,0,0
2015-09-27,11535,Sunday,2,9,2015,d_1703,,,,,0,0,0
2015-09-28,11535,Monday,3,9,2015,d_1704,,,,,0,0,0
2015-09-29,11535,Tuesday,4,9,2015,d_1705,,,,,0,0,0
2015-09-30,11535,Wednesday,5,9,2015,d_1706,,,,,0,0,0
2015-10-01,11535,Thursday,6,10,2015,d_1707,,,,,1,1,0
2015-10-02,11535,Friday,7,10,2015,d_1708,,,,,1,0,1
2015-10-03,11536,Saturday,1,10,2015,d_1709,,,,,1,1,1
2015-10-04,11536,Sunday,2,10,2015,d_1710,,,,,1,0,0
2015-10-05,11536,Monday,3,10,2015,d_1711,,,,,1,1,1
2015-10-06,11536,Tuesday,4,10,2015,d_1712,,,,,1,1,1
2015-10-07,11536,Wednesday,5,10,2015,d_1713,,,,,1,1,0
2015-10-08,11536,Thursday,6,10,2015,d_1714,,,,,1,0,1
2015-10-09,11536,Friday,7,10,2015,d_1715,,,,,1,1,1
2015-10-10,11537,Saturday,1,10,2015,d_1716,,,,,1,0,0
2015-10-11,11537,Sunday,2,10,2015,d_1717,,,,,0,1,1
2015-10-12,11537,Monday,3,10,2015,d_1718,ColumbusDay,National,,,0,1,1
2015-10-13,11537,Tuesday,4,10,2015,d_1719,,,,,0,1,0
2015-10-14,11537,Wednesday,5,10,2015,d_1720,,,,,0,0,1
2015-10-15,11537,Thursday,6,10,2015,d_1721,,,,,0,1,1
2015-10-16,11537,Friday,7,10,2015,d_1722,,,,,0,0,0
2015-10-17,11538,Saturday,1,10,2015,d_1723,,,,,0,0,0
2015-10-18,11538,Sunday,2,10,2015,d_1724,,,,,0,0,0
2015-10-19,11538,Monday,3,10,2015,d_1725,,,,,0,0,0
2015-10-20,11538,Tuesday,4,10,2015,d_1726,,,,,0,0,0
2015-10-21,11538,Wednesday,5,10,2015,d_1727,,,,,0,0,0
2015-10-22,11538,Thursday,6,10,2015,d_1728,,,,,0,0,0
2015-10-23,11538,Friday,7,10,2015,d_1729,,,,,0,0,0
2015-10-24,11539,Saturday,1,10,2015,d_1730,,,,,0,0,0
2015-10-25,11539,Sunday,2,10,2015,d_1731,,,,,0,0,0
2015-10-26,11539,Monday,3,10,2015,d_1732,,,,,0,0,0
2015-10-27,11539,Tuesday,4,10,2015,d_1733,,,,,0,0,0
2015-10-28,11539,Wednesday,5,10,2015,d_1734,,,,,0,0,0
2015-10-29,11539,Thursday,6,10,2015,d_1735,,,,,0,0,0
2015-10-30,11539,Friday,7,10,2015,d_1736,,,,,0,0,0
2015-10-31,11540,Saturday,1,10,2015,d_1737,Halloween,Cultural,,,0,0,0
2015-11-01,11540,Sunday,2,11,2015,d_1738,,,,,1,1,0
2015-11-02,11540,Monday,3,11,2015,d_1739,,,,,1,0,1
2015-11-03,11540,Tuesday,4,11,2015,d_1740,,,,,1,1,1
2015-11-04,11540,Wednesday,5,11,2015,d_1741,,,,,1,0,0
2015-11-05,11540,Thursday,6,11,2015,d_1742,,,,,1,1,1
2015-11-06,11540,Friday,7,11,2015,d_1743,,,,,1,1,1
2015-11-07,11541,Saturday,1,11,2015,d_1744,,,,,1,1,0
2015-11-08,11541,Sunday,2,11,2015,d_1745,,,,,1,0,1
2015-11-09,11541,Monday,3,11,2015,d_1746,,,,,1,1,1
2015-11-10,11541,Tuesday,4,11,2015,d_1747,,,,,1,0,0
2015-11-11,11541,Wednesday,5,11,2015,d_1748,VeteransDay,National,,,0,1,1
2015-11-12,11541,Thursday,6,11,2015,d_1749,,,,,0,1,1
2015-11-13,11541,Friday,7,11,2015,d_1750,,,,,0,1,0
2015-11-14,11542,Saturday,1,11,2015,d_1751,,,,,0,0,1
2015-11-15,11542,Sunday,2,11,2015,d_1752,,,,,0,1,1
2015-11-16,11542,Monday,3,11,2015,d_1753,,,,,0,0,0
2015-11-17,11542,Tuesday,4,11,2015,d_1754,,,,,0,0,0
2015-11-18,11542,Wednesday,5,11,2015,d_1755,,,,,0,0,0
2015-11-19,11542,Thursday,6,11,2015,d_1756,,,,,0,0,0
2015-11-20,11542,Friday,7,11,2015,d_1757,,,,,0,0,0
2015-11-21,11543,Saturday,1,11,2015,d_1758,,,,,0,0,0
2015-11-22,11543,Sunday,2,11,2015,d_1759,,,,,0,0,0
2015-11-23,11543,Monday,3,11,2015,d_1760,,,,,0,0,0
2015-11-24,11543,Tuesday,4,11,2015,d_1761,,,,,0,0,0
2015-11-25,11543,Wednesday,5,11,2015,d_1762,,,,,0,0,0
2015-11-26,11543,Thursday,6,11,2015,d_1763,Thanksgiving,National,,,0,0,0
2015-11-27,11543,Friday,7,11,2015,d_1764,,,,,0,0,0
2015-11-28,11544,Saturday,1,11,2015,d_1765,,,,,0,0,0
2015-11-29,11544,Sunday,2,11,2015,d_1766,,,,,0,0,0
2015-11-30,11544,Monday,3,11,2015,d_1767,,,,,0,0,0
2015-12-01,11544,Tuesday,4,12,2015,d_1768,,,,,1,1,0
2015-12-02,11544,Wednesday,5,12,2015,d_1769,,,,,1,0,1
2015-12-03,11544,Thursday,6,12,2015,d_1770,,,,,1,1,1
2015-12-04,11544,Friday,7,12,2015,d_1771,,,,,1,0,0
2015-12-05,11545,Saturday,1,12,2015,d_1772,,,,,1,1,1
2015-12-06,11545,Sunday,2,12,2015,d_1773,,,,,1,1,1
2015-12-07,11545,Monday,3,12,2015,d_1774,,,,,1,1,0
2015-12-08,11545,Tuesday,4,12,2015,d_1775,,,,,1,0,1
2015-12-09,11545,Wednesday,5,12,2015,d_1776,,,,,1,1,1
2015-12-10,11545,Thursday,6,12,2015,d_1777,,,,,1,0,0
2015-12-11,11545,Friday,7,12,2015,d_1778,,,,,0,1,1
2015-12-12,11546,Saturday,1,12,2015,d_1779,,,,,0,1,1
2015-12-13,11546,Sunday,2,12,2015,d_1780,,,,,0,1,0
2015-12-14,11546,Monday,3,12,2015,d_1781,Chanukah End,Religious,,,0,0,1
2015-12-15,11546,Tuesday,4,12,2015,d_1782,,,,,0,1,1
2015-12-16,11546,Wednesday,5,12,2015,d_1783,,,,,0,0,0
2015-12-17,11546,Thursday,6,12,2015,d_1784,,,,,0,0,0
2015-12-18,11546,Friday,7,12,2015,d_1785,,,,,0,0,0
2015-12-19,11547,Saturday,1,12,2015,d_1786,,,,,0,0,0
2015-12-20,11547,Sunday,2,12,2015,d_1787,,,,,0,0,0
2015-12-21,11547,Monday,3,12,2015,d_1788,,,,,0,0,0
2015-12-22,11547,Tuesday,4,12,2015,d_1789,,,,,0,0,0
2015-12-23,11547,Wednesday,5,12,2015,d_1790,,,,,0,0,0
2015-12-24,11547,Thursday,6,12,2015,d_1791,,,,,0,0,0
2015-12-25,11547,Friday,7,12,2015,d_1792,Christmas,National,,,0,0,0
2015-12-26,11548,Saturday,1,12,2015,d_1793,,,,,0,0,0
2015-12-27,11548,Sunday,2,12,2015,d_1794,,,,,0,0,0
2015-12-28,11548,Monday,3,12,2015,d_1795,,,,,0,0,0
2015-12-29,11548,Tuesday,4,12,2015,d_1796,,,,,0,0,0
2015-12-30,11548,Wednesday,5,12,2015,d_1797,,,,,0,0,0
2015-12-31,11548,Thursday,6,12,2015,d_1798,,,,,0,0,0
2016-01-01,11548,Friday,7,1,2016,d_1799,NewYear,National,,,1,1,0
2016-01-02,11549,Saturday,1,1,2016,d_1800,,,,,1,0,1
2016-01-03,11549,Sunday,2,1,2016,d_1801,,,,,1,1,1
2016-01-04,11549,Monday,3,1,2016,d_1802,,,,,1,0,0
2016-01-05,11549,Tuesday,4,1,2016,d_1803,,,,,1,1,1
2016-01-06,11549,Wednesday,5,1,2016,d_1804,,,,,1,1,1
2016-01-07,11549,Thursday,6,1,2016,d_1805,OrthodoxChristmas,Religious,,,1,1,0
2016-01-08,11549,Friday,7,1,2016,d_1806,,,,,1,0,1
2016-01-09,11550,Saturday,1,1,2016,d_1807,,,,,1,1,1
2016-01-10,11550,Sunday,2,1,2016,d_1808,,,,,1,0,0
2016-01-11,11550,Monday,3,1,2016,d_1809,,,,,0,1,1
2016-01-12,11550,Tuesday,4,1,2016,d_1810,,,,,0,1,1
2016-01-13,11550,Wednesday,5,1,2016,d_1811,,,,,0,1,0
2016-01-14,11550,Thursday,6,1,2016,d_1812,,,,,0,0,1
2016-01-15,11550,Friday,7,1,2016,d_1813,,,,,0,1,1
2016-01-16,11551,Saturday,1,1,2016,d_1814,,,,,0,0,0
2016-01-17,11551,Sunday,2,1,2016,d_1815,,,,,0,0,0
2016-01-18,11551,Monday,3,1,2016,d_1816,MartinLutherKingDay,National,,,0,0,0
2016-01-19,11551,Tuesday,4,1,2016,d_1817,,,,,0,0,0
2016-01-20,11551,Wednesday,5,1,2016,d_1818,,,,,0,0,0
2016-01-21,11551,Thursday,6,1,2016,d_1819,,,,,0,0,0
2016-01-22,11551,Friday,7,1,2016,d_1820,,,,,0,0,0
2016-01-23,11552,Saturday,1,1,2016,d_1821,,,,,0,0,0
2016-01-24,11552,Sunday,2,1,2016,d_1822,,,,,0,0,0
2016-01-25,11552,Monday,3,1,2016,d_1823,,,,,0,0,0
2016-01-26,11552,Tuesday,4,1,2016,d_1824,,,,,0,0,0
2016-01-27,11552,Wednesday,5,1,2016,d_1825,,,,,0,0,0
2016-01-28,11552,Thursday,6,1,2016,d_1826,,,,,0,0,0
2016-01-29,11552,Friday,7,1,2016,d_1827,,,,,0,0,0
2016-01-30,11601,Saturday,1,1,2016,d_1828,,,,,0,0,0
2016-01-31,11601,Sunday,2,1,2016,d_1829,,,,,0,0,0
2016-02-01,11601,Monday,3,2,2016,d_1830,,,,,1,1,0
2016-02-02,11601,Tuesday,4,2,2016,d_1831,,,,,1,0,1
2016-02-03,11601,Wednesday,5,2,2016,d_1832,,,,,1,1,1
2016-02-04,11601,Thursday,6,2,2016,d_1833,,,,,1,0,0
2016-02-05,11601,Friday,7,2,2016,d_1834,,,,,1,1,1
2016-02-06,11602,Saturday,1,2,2016,d_1835,,,,,1,1,1
2016-02-07,11602,Sunday,2,2,2016,d_1836,SuperBowl,Sporting,,,1,1,0
2016-02-08,11602,Monday,3,2,2016,d_1837,,,,,1,0,1
2016-02-09,11602,Tuesday,4,2,2016,d_1838,,,,,1,1,1
2016-02-10,11602,Wednesday,5,2,2016,d_1839,LentStart,Religious,,,1,0,0
2016-02-11,11602,Thursday,6,2,2016,d_1840,,,,,0,1,1
2016-02-12,11602,Friday,7,2,2016,d_1841,,,,,0,1,1
2016-02-13,11603,Saturday,1,2,2016,d_1842,,,,,0,1,0
2016-02-14,11603,Sunday,2,2,2016,d_1843,ValentinesDay,Cultural,,,0,0,1
2016-02-15,11603,Monday,3,2,2016,d_1844,PresidentsDay,National,,,0,1,1
2016-02-16,11603,Tuesday,4,2,2016,d_1845,,,,,0,0,0
2016-02-17,11603,Wednesday,5,2,2016,d_1846,LentWeek2,Religious,,,0,0,0
2016-02-18,11603,Thursday,6,2,2016,d_1847,,,,,0,0,0
2016-02-19,11603,Friday,7,2,2016,d_1848,,,,,0,0,0
2016-02-20,11604,Saturday,1,2,2016,d_1849,,,,,0,0,0
2016-02-21,11604,Sunday,2,2,2016,d_1850,,,,,0,0,0
2016-02-22,11604,Monday,3,2,2016,d_1851,,,,,0,0,0
2016-02-23,11604,Tuesday,4,2,2016,d_1852,,,,,0,0,0
2016-02-24,11604,Wednesday,5,2,2016,d_1853,,,,,0,0,0
2016-02-25,11604,Thursday,6,2,2016,d_1854,,,,,0,0,0
2016-02-26,11604,Friday,7,2,2016,d_1855,,,,,0,0,0
2016-02-27,11605,Saturday,1,2,2016,d_1856,,,,,0,0,0
2016-02-28,11605,Sunday,2,2,2016,d_1857,,,,,0,0,0
2016-02-29,11605,Monday,3,2,2016,d_1858,,,,,0,0,0
2016-03-01,11605,Tuesday,4,3,2016,d_1859,,,,,1,1,0
2016-03-02,11605,Wednesday,5,3,2016,d_1860,,,,,1,0,1
2016-03-03,11605,Thursday,6,3,2016,d_1861,,,,,1,1,1
2016-03-04,11605,Friday,7,3,2016,d_1862,,,,,1,0,0
2016-03-05,11606,Saturday,1,3,2016,d_1863,,,,,1,1,1
2016-03-06,11606,Sunday,2,3,2016,d_1864,,,,,1,1,1
2016-03-07,11606,Monday,3,3,2016,d_1865,,,,,1,1,0
2016-03-08,11606,Tuesday,4,3,2016,d_1866,,,,,1,0,1
2016-03-09,11606,Wednesday,5,3,2016,d_1867,,,,,1,1,1
2016-03-10,11606,Thursday,6,3,2016,d_1868,,,,,1,0,0
2016-03-11,11606,Friday,7,3,2016,d_1869,,,,,0,1,1
2016-03-12,11607,Saturday,1,3,2016,d_1870,,,,,0,1,1
2016-03-13,11607,Sunday,2,3,2016,d_1871,,,,,0,1,0
2016-03-14,11607,Monday,3,3,2016,d_1872,,,,,0,0,1
2016-03-15,11607,Tuesday,4,3,2016,d_1873,,,,,0,1,1
2016-03-16,11607,Wednesday,5,3,2016,d_1874,,,,,0,0,0
2016-03-17,11607,Thursday,6,3,2016,d_1875,StPatricksDay,Cultural,,,0,0,0
2016-03-18,11607,Friday,7,3,2016,d_1876,,,,,0,0,0
2016-03-19,11608,Saturday,1,3,2016,d_1877,,,,,0,0,0
2016-03-20,11608,Sunday,2,3,2016,d_1878,,,,,0,0,0
2016-03-21,11608,Monday,3,3,2016,d_1879,,,,,0,0,0
2016-03-22,11608,Tuesday,4,3,2016,d_1880,,,,,0,0,0
2016-03-23,11608,Wednesday,5,3,2016,d_1881,,,,,0,0,0
2016-03-24,11608,Thursday,6,3,2016,d_1882,Purim End,Religious,,,0,0,0
2016-03-25,11608,Friday,7,3,2016,d_1883,,,,,0,0,0
2016-03-26,11609,Saturday,1,3,2016,d_1884,,,,,0,0,0
2016-03-27,11609,Sunday,2,3,2016,d_1885,Easter,Cultural,,,0,0,0
2016-03-28,11609,Monday,3,3,2016,d_1886,,,,,0,0,0
2016-03-29,11609,Tuesday,4,3,2016,d_1887,,,,,0,0,0
2016-03-30,11609,Wednesday,5,3,2016,d_1888,,,,,0,0,0
2016-03-31,11609,Thursday,6,3,2016,d_1889,,,,,0,0,0
2016-04-01,11609,Friday,7,4,2016,d_1890,,,,,1,1,0
2016-04-02,11610,Saturday,1,4,2016,d_1891,,,,,1,0,1
2016-04-03,11610,Sunday,2,4,2016,d_1892,,,,,1,1,1
2016-04-04,11610,Monday,3,4,2016,d_1893,,,,,1,0,0
2016-04-05,11610,Tuesday,4,4,2016,d_1894,,,,,1,1,1
2016-04-06,11610,Wednesday,5,4,2016,d_1895,,,,,1,1,1
2016-04-07,11610,Thursday,6,4,2016,d_1896,,,,,1,1,0
2016-04-08,11610,Friday,7,4,2016,d_1897,,,,,1,0,1
2016-04-09,11611,Saturday,1,4,2016,d_1898,,,,,1,1,1
2016-04-10,11611,Sunday,2,4,2016,d_1899,,,,,1,0,0
2016-04-11,11611,Monday,3,4,2016,d_1900,,,,,0,1,1
2016-04-12,11611,Tuesday,4,4,2016,d_1901,,,,,0,1,1
2016-04-13,11611,Wednesday,5,4,2016,d_1902,,,,,0,1,0
2016-04-14,11611,Thursday,6,4,2016,d_1903,,,,,0,0,1
2016-04-15,11611,Friday,7,4,2016,d_1904,,,,,0,1,1
2016-04-16,11612,Saturday,1,4,2016,d_1905,,,,,0,0,0
2016-04-17,11612,Sunday,2,4,2016,d_1906,,,,,0,0,0
2016-04-18,11612,Monday,3,4,2016,d_1907,,,,,0,0,0
2016-04-19,11612,Tuesday,4,4,2016,d_1908,,,,,0,0,0
2016-04-20,11612,Wednesday,5,4,2016,d_1909,,,,,0,0,0
2016-04-21,11612,Thursday,6,4,2016,d_1910,,,,,0,0,0
2016-04-22,11612,Friday,7,4,2016,d_1911,,,,,0,0,0
2016-04-23,11613,Saturday,1,4,2016,d_1912,,,,,0,0,0
2016-04-24,11613,Sunday,2,4,2016,d_1913,,,,,0,0,0
2016-04-25,11613,Monday,3,4,2016,d_1914,,,,,0,0,0
2016-04-26,11613,Tuesday,4,4,2016,d_1915,,,,,0,0,0
2016-04-27,11613,Wednesday,5,4,2016,d_1916,,,,,0,0,0
2016-04-28,11613,Thursday,6,4,2016,d_1917,,,,,0,0,0
2016-04-29,11613,Friday,7,4,2016,d_1918,,,,,0,0,0
2016-04-30,11614,Saturday,1,4,2016,d_1919,Pesach End,Religious,,,0,0,0
2016-05-01,11614,Sunday,2,5,2016,d_1920,OrthodoxEaster,Religious,,,1,1,0
2016-05-02,11614,Monday,3,5,2016,d_1921,,,,,1,0,1
2016-05-03,11614,Tuesday,4,5,2016,d_1922,,,,,1,1,1
2016-05-04,11614,Wednesday,5,5,2016,d_1923,,,,,1,0,0
2016-05-05,11614,Thursday,6,5,2016,d_1924,Cinco De Mayo,Cultural,,,1,1,1
2016-05-06,11614,Friday,7,5,2016,d_1925,,,,,1,1,1
2016-05-07,11615,Saturday,1,5,2016,d_1926,,,,,1,1,0
2016-05-08,11615,Sunday,2,5,2016,d_1927,Mother's day,Cultural,,,1,0,1
2016-05-09,11615,Monday,3,5,2016,d_1928,,,,,1,1,1
2016-05-10,11615,Tuesday,4,5,2016,d_1929,,,,,1,0,0
2016-05-11,11615,Wednesday,5,5,2016,d_1930,,,,,0,1,1
2016-05-12,11615,Thursday,6,5,2016,d_1931,,,,,0,1,1
2016-05-13,11615,Friday,7,5,2016,d_1932,,,,,0,1,0
2016-05-14,11616,Saturday,1,5,2016,d_1933,,,,,0,0,1
2016-05-15,11616,Sunday,2,5,2016,d_1934,,,,,0,1,1
2016-05-16,11616,Monday,3,5,2016,d_1935,,,,,0,0,0
2016-05-17,11616,Tuesday,4,5,2016,d_1936,,,,,0,0,0
2016-05-18,11616,Wednesday,5,5,2016,d_1937,,,,,0,0,0
2016-05-19,11616,Thursday,6,5,2016,d_1938,,,,,0,0,0
2016-05-20,11616,Friday,7,5,2016,d_1939,,,,,0,0,0
2016-05-21,11617,Saturday,1,5,2016,d_1940,,,,,0,0,0
2016-05-22,11617,Sunday,2,5,2016,d_1941,,,,,0,0,0
